timestamp,Distance_Z_Avg,marker1_x,marker1_y,marker1_z,marker2_x,marker2_y,marker2_z,Length_Measured,absolute_error_m,relative_error_percent
1769451224.46595,3.738842,0.342147,0.335739,3.68875,0.075133,0.192147,3.75225,0.309754,0.009754,3.251468
1769451224.49039,3.739224,0.342312,0.335893,3.6905,0.075113,0.192095,3.75125,0.309457,0.009457,3.152361
1769451224.52829,3.741359,0.342496,0.336077,3.6925,0.075165,0.192209,3.7535,0.309653,0.009653,3.217702
1769451224.60235,3.74035,0.342287,0.335875,3.69025,0.075163,0.192224,3.75375,0.309876,0.009876,3.292025
1769451224.62325,3.74036,0.342565,0.336148,3.69325,0.0751,0.192071,3.75075,0.309196,0.009196,3.065196
1769451224.66195,3.743745,0.342704,0.336288,3.69475,0.075208,0.192339,3.756,0.309882,0.009882,3.293883
1769451224.73139,3.742859,0.342426,0.336012,3.69175,0.07523,0.192405,3.75725,0.310334,0.010334,3.444723
1769451224.7549,3.736455,0.341914,0.335514,3.68625,0.075088,0.192032,3.75,0.309592,0.009592,3.197303
1769451224.79373,3.741745,0.342774,0.336351,3.6955,0.075116,0.192095,3.75125,0.309125,0.009125,3.041811
1769451224.83075,3.740357,0.342472,0.33606,3.69225,0.07512,0.192123,3.75175,0.309411,0.009411,3.136838
1769451224.89958,3.738976,0.34238,0.335965,3.69125,0.075084,0.192033,3.75,0.309217,0.009217,3.07229
1769451224.92304,3.737211,0.342053,0.335653,3.68775,0.075084,0.192033,3.75,0.309475,0.009475,3.158175
1769451224.96345,3.741361,0.342542,0.336125,3.693,0.07515,0.192184,3.753,0.309545,0.009545,3.181515
1769451225.00304,3.746912,0.343695,0.337278,3.7055,0.075116,0.19211,3.7515,0.308746,0.008746,2.915284
1769451225.06523,3.738222,0.34231,0.335897,3.6905,0.07507,0.191994,3.74925,0.309155,0.009155,3.051602
1769451225.09092,3.740736,0.342564,0.33615,3.69325,0.075125,0.192106,3.7515,0.309298,0.009298,3.099452
1769451225.12882,3.739614,0.342703,0.336286,3.69475,0.075043,0.191917,3.74775,0.308697,0.008697,2.898884
1769451225.16987,3.739971,0.342195,0.335782,3.68925,0.075173,0.192235,3.754,0.309998,0.009998,3.332677
1769451225.23617,3.741607,0.34245,0.336028,3.692,0.075177,0.192263,3.7545,0.309854,0.009854,3.284571
1769451225.25625,3.736705,0.341892,0.335489,3.686,0.075101,0.192071,3.75075,0.30974,0.00974,3.246759
1769451225.29303,3.7454,0.343417,0.337006,3.7025,0.075119,0.19211,3.7515,0.308836,0.008836,2.945453
1769451225.33029,3.742608,0.342426,0.33601,3.69175,0.075213,0.192381,3.75675,0.310254,0.010254,3.417977
1769451225.39645,3.738978,0.342426,0.336013,3.69175,0.075074,0.192007,3.7495,0.309111,0.009111,3.037009
1769451225.42234,3.739349,0.34231,0.335898,3.6905,0.075113,0.19211,3.7515,0.309501,0.009501,3.166862
1769451225.46486,3.738216,0.342148,0.335738,3.68875,0.075101,0.192085,3.751,0.309557,0.009557,3.185682
1769451225.49676,3.737339,0.342125,0.335713,3.6885,0.075074,0.192007,3.7495,0.309336,0.009336,3.112053
1769451225.53508,3.740856,0.342449,0.336035,3.692,0.075148,0.192186,3.753,0.309618,0.009618,3.206041
1769451225.60031,3.738724,0.342332,0.335924,3.69075,0.07508,0.192035,3.75,0.309255,0.009255,3.08484
1769451225.6223,3.740854,0.342379,0.335967,3.69125,0.075151,0.192227,3.75375,0.309804,0.009804,3.26803
1769451225.6595,3.737212,0.342076,0.335677,3.688,0.07508,0.19202,3.74975,0.309415,0.009415,3.138314
1769451225.69534,3.738467,0.342146,0.335744,3.68875,0.075113,0.192109,3.7515,0.309638,0.009638,3.21251
1769451225.77106,3.73558,0.341962,0.335557,3.68675,0.075033,0.191919,3.74775,0.309199,0.009199,3.066484
1769451225.78941,3.740987,0.342586,0.336175,3.6935,0.075117,0.192123,3.75175,0.309328,0.009328,3.109335
1769451225.83019,3.738345,0.342239,0.335833,3.68975,0.075085,0.192046,3.75025,0.309364,0.009364,3.12129
1769451225.90098,3.73797,0.342263,0.335857,3.69,0.075069,0.191994,3.74925,0.309192,0.009192,3.063893
1769451225.92238,3.738095,0.342239,0.335833,3.68975,0.075074,0.192021,3.74975,0.309287,0.009287,3.095816
1769451225.96179,3.739606,0.342496,0.336077,3.6925,0.075081,0.192033,3.75,0.309138,0.009138,3.045944
1769451226.00237,3.732806,0.341435,0.335017,3.681,0.075049,0.191929,3.748,0.309717,0.009717,3.239037
1769451226.03424,3.738343,0.342193,0.335787,3.68925,0.075103,0.19207,3.75075,0.309474,0.009474,3.157911
1769451226.10002,3.735437,0.341479,0.335065,3.6815,0.075142,0.192172,3.75275,0.310533,0.010533,3.511012
1769451226.12325,3.734814,0.341571,0.335161,3.6825,0.075096,0.192057,3.7505,0.310019,0.010019,3.339645
1769451226.16603,3.736962,0.342079,0.335668,3.688,0.075068,0.191995,3.74925,0.309335,0.009335,3.111579
1769451226.233,3.739479,0.34245,0.336031,3.692,0.075093,0.192044,3.75025,0.3092,0.0092,3.066785
1769451226.25523,3.739852,0.342379,0.335967,3.69125,0.075116,0.192124,3.75175,0.309484,0.009484,3.161307
1769451226.29281,3.738218,0.342194,0.335784,3.68925,0.075093,0.192059,3.7505,0.309437,0.009437,3.145706
1769451226.32948,3.737965,0.342123,0.335717,3.6885,0.075099,0.192072,3.75075,0.309534,0.009534,3.177885
1769451226.36944,3.737214,0.342124,0.335715,3.6885,0.075066,0.191995,3.74925,0.309299,0.009299,3.099658
1769451226.43262,3.741354,0.342355,0.335947,3.691,0.075188,0.192289,3.755,0.310019,0.010019,3.339501
1769451226.45544,3.741103,0.342332,0.335924,3.69075,0.075177,0.192276,3.75475,0.310004,0.010004,3.334649
1769451226.49315,3.738843,0.34217,0.335765,3.689,0.075119,0.192137,3.752,0.309701,0.009701,3.233503
1769451226.53419,3.742108,0.34245,0.336032,3.692,0.07519,0.192317,3.7555,0.310023,0.010023,3.340844
1769451226.59803,3.738594,0.342216,0.335809,3.6895,0.075106,0.192085,3.751,0.309494,0.009494,3.164706
1769451226.62343,3.741867,0.342681,0.33626,3.6945,0.075133,0.192161,3.7525,0.309371,0.009371,3.123671
1769451226.66564,3.740109,0.342566,0.336144,3.69325,0.075088,0.192046,3.75025,0.309124,0.009124,3.041394
1769451226.7305,3.737462,0.342079,0.33567,3.688,0.075086,0.192045,3.75025,0.309496,0.009496,3.16543
1769451226.75624,3.740238,0.342658,0.336238,3.69425,0.075066,0.192009,3.7495,0.308966,0.008966,2.988504
1769451226.79431,3.734938,0.341525,0.335114,3.682,0.075117,0.192095,3.75125,0.310199,0.010199,3.39981
1769451226.86541,3.742356,0.342379,0.335968,3.69125,0.075228,0.192377,3.75675,0.310288,0.010288,3.429382
1769451226.89876,3.737581,0.341898,0.335476,3.686,0.075139,0.19216,3.7525,0.310036,0.010036,3.345282
1769451226.93535,3.734301,0.341252,0.33483,3.679,0.075146,0.192186,3.753,0.310863,0.010863,3.620889
1769451226.97133,3.737703,0.34183,0.335404,3.68525,0.07516,0.192209,3.7535,0.310283,0.010283,3.427823
1769451227.00167,3.738573,0.34167,0.335241,3.6835,0.075225,0.192389,3.757,0.31113,0.01113,3.709925
1769451227.02335,3.734576,0.3419,0.335473,3.686,0.07501,0.191854,3.7465,0.309058,0.009058,3.019392
1769451227.06075,3.737683,0.341297,0.334882,3.6795,0.07528,0.1925,3.75925,0.312086,0.012086,4.028677
1769451227.09857,3.740712,0.341948,0.335515,3.6865,0.075253,0.192452,3.75825,0.311033,0.011033,3.677645
1769451227.16573,3.728753,0.339131,0.333721,3.6724,0.075057,0.191968,3.74875,0.309287,0.009287,3.095587
1769451227.18843,3.724167,0.338314,0.331898,3.6745,0.074829,0.191407,3.73775,0.305225,0.005225,1.7418
1769451227.22869,3.725826,0.339165,0.332734,3.68375,0.074706,0.191101,3.73175,0.303814,0.003814,1.271189
1769451227.26874,3.717438,0.338319,0.331891,3.6745,0.074044,0.189194,3.7244,0.304457,0.004457,1.485677
1769451227.30175,3.717771,0.33852,0.332103,3.67675,0.074015,0.189112,3.7228,0.304187,0.004187,1.395695
1769451227.33658,3.715792,0.337831,0.331422,3.66925,0.074082,0.189296,3.7264,0.305008,0.005008,1.669387
1769451227.37286,3.70766,0.337278,0.330883,3.66325,0.073883,0.188777,3.7162,0.303932,0.003932,1.310589
1769451227.44159,3.703241,0.336817,0.330432,3.65825,0.071767,0.187574,3.7125,0.305945,0.005945,1.981784
1769451229.03308,3.13888,0.20715,0.316473,3.096,-0.058491,0.174042,3.1534,0.306833,0.006833,2.277514
1769451229.09983,3.134406,0.203842,0.317142,3.08875,-0.058464,0.173956,3.1518,0.305421,0.005421,1.806918
1769451229.12912,3.123115,0.204768,0.316802,3.0772,-0.059973,0.175912,3.1405,0.306504,0.006504,2.168126
1769451229.15648,3.112174,0.200723,0.315883,3.062833,-0.059839,0.175511,3.13325,0.304229,0.004229,1.409775
1769451229.19372,3.114487,0.200518,0.317076,3.0636,-0.059909,0.17572,3.137,0.305272,0.005272,1.757494
1769451229.22878,3.10613,0.2019,0.319669,3.059,-0.063101,0.175871,3.1244,0.308514,0.008514,2.838031
1769451229.26384,3.113335,0.20474,0.321825,3.0768,-0.064747,0.173973,3.1208,0.310514,0.010514,3.504826
1769451229.33239,3.102931,0.203656,0.317522,3.064833,-0.06457,0.173493,3.1124,0.308143,0.008143,2.714275
1769451229.35502,3.104388,0.198523,0.31602,3.0505,-0.064917,0.174465,3.13,0.309449,0.009449,3.149549
1769451229.39285,3.099094,0.19758,0.313454,3.0446,-0.064835,0.174229,3.1256,0.307906,0.007906,2.635496
1769451229.42776,3.10342,0.198008,0.314135,3.0512,-0.064873,0.174336,3.1276,0.307387,0.007387,2.462427
1769451229.46365,3.099417,0.198111,0.314303,3.0528,-0.06467,0.173788,3.118,0.30504,0.00504,1.679837
1769451229.53303,3.106203,0.197368,0.3178,3.05425,-0.064911,0.174456,3.1298,0.308295,0.008295,2.764977
1769451229.55597,3.106521,0.197192,0.317511,3.0515,-0.064979,0.17464,3.1332,0.309549,0.009549,3.182953
1769451229.59214,3.105994,0.197175,0.317487,3.05125,-0.064963,0.174607,3.1324,0.30938,0.00938,3.126675
1769451229.62823,3.1047,0.197368,0.3178,3.05425,-0.064847,0.17428,3.1268,0.3076,0.0076,2.533305
1769451229.69877,3.106014,0.197628,0.318212,3.05825,-0.06482,0.174214,3.1254,0.306796,0.006796,2.265428
1769451229.73286,3.10545,0.197337,0.317745,3.05375,-0.064892,0.174404,3.1288,0.308128,0.008128,2.709489
1769451229.75527,3.109852,0.197772,0.318449,3.0605,-0.064928,0.174505,3.1308,0.30769,0.00769,2.563452
1769451229.79293,3.107365,0.197595,0.318162,3.05775,-0.064887,0.17439,3.1286,0.30755,0.00755,2.516577
1769451229.83212,3.109554,0.197839,0.318549,3.0615,-0.064897,0.174412,3.1292,0.307228,0.007228,2.409269
1769451229.86458,3.105602,0.197368,0.317799,3.05425,-0.064884,0.174383,3.1286,0.308013,0.008013,2.670954
1769451229.8992,3.10632,0.197756,0.318422,3.06025,-0.06479,0.174132,3.124,0.306291,0.006291,2.096905
1769451229.95483,3.104179,0.197484,0.317976,3.056,-0.064794,0.17414,3.124,0.306761,0.006761,2.253752
1769451229.99232,3.10306,0.19766,0.318265,3.05875,-0.064694,0.173852,3.119,0.305474,0.005474,1.8248
1769451230.03181,3.106416,0.197727,0.318366,3.05975,-0.066089,0.177153,3.1245,0.306158,0.006158,2.052542
1769451230.06436,3.112697,0.198162,0.31907,3.0665,-0.066206,0.177478,3.13025,0.306599,0.006599,2.199638
1769451230.13412,3.105164,0.197725,0.318368,3.05975,-0.066035,0.177012,3.122,0.305657,0.005657,1.885558
1769451230.15576,3.110293,0.197615,0.318182,3.058,-0.066278,0.177688,3.134,0.308471,0.008471,2.823554
1769451230.19344,3.114196,0.198084,0.318935,3.06525,-0.066289,0.177715,3.1345,0.307623,0.007623,2.541025
1769451230.22944,3.102113,0.197969,0.318756,3.0635,-0.066263,0.175179,3.1122,0.304639,0.004639,1.546348
1769451230.26573,3.103189,0.197954,0.318728,3.06325,-0.066313,0.175314,3.1146,0.305027,0.005027,1.675701
1769451230.334,3.100054,0.197875,0.318597,3.062,-0.066208,0.175032,3.1096,0.304329,0.004329,1.443124
1769451230.35543,3.104903,0.198343,0.319351,3.06925,-0.067968,0.174314,3.112,0.306243,0.006243,2.080915
1769451230.39383,3.102253,0.197743,0.31839,3.06,-0.066342,0.175393,3.116,0.305491,0.005491,1.830368
1769451230.42987,3.103554,0.198149,0.319039,3.06625,-0.065831,0.176459,3.11225,0.30353,0.00353,1.176686
1769451230.46442,3.11195,0.19828,0.319244,3.06825,-0.066143,0.177295,3.127,0.305811,0.005811,1.937015
1769451230.53061,3.106766,0.198437,0.319512,3.07075,-0.066306,0.175291,3.1142,0.304592,0.004592,1.530565
1769451230.5571,3.101261,0.198099,0.318963,3.0655,-0.067891,0.174118,3.1085,0.305908,0.005908,1.969379
1769451230.59275,3.107977,0.19863,0.319823,3.07375,-0.066292,0.175257,3.1136,0.304419,0.004419,1.473131
1769451230.63008,3.103143,0.198051,0.318884,3.06475,-0.06628,0.175225,3.113,0.304692,0.004692,1.564022
1769451230.6992,3.105653,0.198309,0.319301,3.06875,-0.068007,0.174424,3.114,0.306531,0.006531,2.177071
1769451230.72281,3.103129,0.197875,0.318596,3.062,-0.06805,0.174524,3.11575,0.307183,0.007183,2.394348
1769451230.75965,3.107035,0.198409,0.319452,3.07025,-0.068039,0.174496,3.11525,0.306646,0.006646,2.215488
1769451230.79499,3.10577,0.198116,0.318989,3.06575,-0.068083,0.174608,3.11725,0.30718,0.00718,2.393424
1769451230.83001,3.104521,0.198198,0.319117,3.067,-0.068,0.174398,3.1135,0.30654,0.00654,2.179994
1769451230.89787,3.108155,0.198264,0.319217,3.068,-0.068136,0.174748,3.11975,0.307439,0.007439,2.479673
1769451230.92441,3.108159,0.198344,0.319349,3.06925,-0.068108,0.174677,3.1185,0.307168,0.007168,2.38944
1769451230.96075,3.101753,0.197907,0.318648,3.0625,-0.067979,0.174342,3.1125,0.306626,0.006626,2.208505
1769451230.99532,3.104641,0.198066,0.318912,3.065,-0.06805,0.174524,3.11575,0.306987,0.006987,2.32899
1769451231.03074,3.107662,0.19844,0.319505,3.07075,-0.068054,0.174537,3.116,0.306728,0.006728,2.242813
1769451231.09895,3.106155,0.198344,0.319348,3.06925,-0.068022,0.174453,3.1145,0.306582,0.006582,2.194083
1769451231.12279,3.107533,0.198345,0.319349,3.06925,-0.068085,0.174609,3.11725,0.306983,0.006983,2.327579
1769451231.16102,3.104644,0.198152,0.319036,3.06625,-0.068024,0.174455,3.1145,0.306726,0.006726,2.242087
1769451231.19648,3.106668,0.198619,0.319791,3.0735,-0.067951,0.174272,3.11125,0.30604,0.00604,2.01343
1769451231.23132,3.110182,0.198783,0.320048,3.076,-0.068047,0.174522,3.11575,0.306522,0.006522,2.174044
1769451231.29831,3.101646,0.198311,0.319299,3.06875,-0.067837,0.173978,3.106,0.305516,0.005516,1.838809
1769451231.3222,3.106025,0.198229,0.319169,3.0675,-0.068054,0.174537,3.116,0.306883,0.006883,2.294372
1769451231.35944,3.109421,0.19857,0.319713,3.07275,-0.068088,0.174622,3.1175,0.306855,0.006855,2.28513
1769451231.39547,3.105528,0.198312,0.319297,3.06875,-0.068009,0.174414,3.11375,0.306501,0.006501,2.167056
1769451231.43055,3.102512,0.198071,0.318905,3.065,-0.067957,0.174286,3.1115,0.306346,0.006346,2.11528
1769451231.49808,3.107034,0.198389,0.319431,3.07,-0.068044,0.17451,3.1155,0.30669,0.00669,2.230105
1769451231.52497,3.109296,0.19857,0.319714,3.07275,-0.06808,0.174607,3.11725,0.306821,0.006821,2.273513
1769451231.56381,3.110683,0.198794,0.32008,3.07625,-0.068067,0.174567,3.1165,0.306609,0.006609,2.202895
1769451231.59968,3.106779,0.198281,0.319244,3.06825,-0.068072,0.17458,3.11675,0.306959,0.006959,2.319776
1769451231.63405,3.111181,0.198732,0.319974,3.07525,-0.068111,0.174679,3.1185,0.306898,0.006898,2.299252
1769451231.70022,3.102018,0.19823,0.319167,3.0675,-0.067883,0.174092,3.108,0.305783,0.005783,1.927646
1769451231.72502,3.10653,0.198328,0.319322,3.069,-0.068044,0.17451,3.1155,0.306735,0.006735,2.245137
1769451231.75974,3.114083,0.199214,0.320755,3.08275,-0.068072,0.17458,3.11675,0.306537,0.006537,2.178943
1769451231.79959,3.107662,0.198441,0.319505,3.07075,-0.068052,0.174537,3.116,0.306728,0.006728,2.242718
1769451231.86646,3.103142,0.198167,0.319063,3.0665,-0.06795,0.174272,3.11125,0.306244,0.006244,2.081238
1769451231.88925,3.104771,0.198182,0.319089,3.06675,-0.068016,0.17444,3.11425,0.306661,0.006661,2.220392
1769451231.92596,3.10817,0.198587,0.319738,3.073,-0.068026,0.174467,3.11475,0.306478,0.006478,2.15943
1769451231.96584,3.108414,0.19844,0.319506,3.07075,-0.068088,0.174622,3.1175,0.306943,0.006943,2.314422
1769451232.033,3.105287,0.198519,0.319638,3.072,-0.067924,0.174202,3.11,0.305921,0.005921,1.973527
1769451232.05655,3.106295,0.198663,0.319874,3.07425,-0.067916,0.174187,3.10975,0.305858,0.005858,1.952692
1769451232.09451,3.11018,0.198746,0.32,3.0755,-0.068061,0.174552,3.11625,0.306597,0.006597,2.199077
1769451232.13432,3.109429,0.198746,0.320002,3.0755,-0.068024,0.174466,3.11475,0.30641,0.00641,2.136759
1769451232.19856,3.106656,0.198341,0.319352,3.06925,-0.068041,0.174508,3.1155,0.306722,0.006722,2.240588
1769451232.22501,3.105655,0.198344,0.31935,3.06925,-0.068001,0.174399,3.1135,0.306445,0.006445,2.148426
1769451232.26077,3.104136,0.197986,0.318778,3.06375,-0.068055,0.174538,3.116,0.307104,0.007104,2.368143
1769451232.29667,3.105276,0.19828,0.319244,3.06825,-0.068002,0.17441,3.11375,0.306518,0.006518,2.17275
1769451232.36322,3.109933,0.198814,0.3201,3.0765,-0.068028,0.174468,3.11475,0.306392,0.006392,2.130833
1769451232.38929,3.112819,0.198962,0.320332,3.07875,-0.068102,0.174663,3.11825,0.306762,0.006762,2.253969
1769451232.42716,3.106285,0.198444,0.319501,3.07075,-0.067996,0.174386,3.11325,0.306357,0.006357,2.119048
1769451232.46253,3.110693,0.199007,0.320413,3.0795,-0.067995,0.174386,3.11325,0.306192,0.006192,2.063902
1769451232.53213,3.109179,0.198769,0.32002,3.07575,-0.068015,0.174431,3.114,0.306321,0.006321,2.107165
1769451232.55564,3.108309,0.198913,0.320254,3.078,-0.067931,0.174208,3.11,0.305874,0.005874,1.958081
1769451232.5932,3.108057,0.198882,0.3202,3.0775,-0.067928,0.174207,3.11,0.305872,0.005872,1.957383
1769451232.63749,3.108426,0.198737,0.319966,3.07525,-0.067996,0.174376,3.113,0.306215,0.006215,2.071646
1769451232.7004,3.109684,0.198849,0.32015,3.077,-0.068009,0.174416,3.11375,0.306272,0.006272,2.090722
1769451232.72363,3.107799,0.198705,0.319914,3.07475,-0.067977,0.174332,3.11225,0.306136,0.006136,2.045466
1769451232.76079,3.108926,0.198703,0.319916,3.07475,-0.068025,0.174457,3.1145,0.306402,0.006402,2.133937
1769451232.83005,3.109679,0.198751,0.319994,3.0755,-0.068039,0.174498,3.11525,0.306474,0.006474,2.15803
1769451232.85699,3.112281,0.198977,0.32036,3.079,-0.071499,0.175442,3.1168,0.309171,0.009171,3.057096
1769451232.89624,3.113949,0.199023,0.320439,3.07975,-0.068132,0.174735,3.1195,0.306891,0.006891,2.296867
1769451232.92996,3.112106,0.198994,0.320385,3.07925,-0.071479,0.175407,3.1162,0.309095,0.009095,3.031513
1769451233.00373,3.109189,0.198994,0.320383,3.07925,-0.06794,0.174235,3.1105,0.305924,0.005924,1.974765
1769451233.02293,3.106307,0.198686,0.319892,3.0745,-0.071322,0.175023,3.1094,0.308398,0.008398,2.799322
1769451233.06239,3.111676,0.198605,0.31976,3.07325,-0.06817,0.174844,3.1215,0.307405,0.007405,2.468394
1769451233.13303,3.112195,0.198994,0.320384,3.07925,-0.068069,0.174571,3.1165,0.306548,0.006548,2.182747
1769451233.16643,3.11145,0.199154,0.320646,3.08175,-0.067981,0.174345,3.1125,0.306122,0.006122,2.04053
1769451233.20163,3.108835,0.198635,0.319816,3.07375,-0.071455,0.17535,3.1152,0.309091,0.009091,3.030393
1769451233.22377,3.110932,0.198749,0.319997,3.0755,-0.068094,0.174638,3.11775,0.306789,0.006789,2.262879
1769451233.26193,3.111809,0.199058,0.320489,3.08025,-0.071441,0.175316,3.1146,0.308909,0.008909,2.969702
1769451233.29887,3.111576,0.199174,0.320668,3.082,-0.067983,0.174347,3.1125,0.306126,0.006126,2.041952
1769451233.33584,3.109691,0.198738,0.319965,3.07525,-0.071467,0.175364,3.1154,0.309083,0.009083,3.027521
1769451233.40012,3.109296,0.198862,0.32018,3.07725,-0.071399,0.175204,3.1126,0.30872,0.00872,2.906678
1769451233.42565,3.114716,0.199381,0.321009,3.08525,-0.068047,0.174514,3.1155,0.306421,0.006421,2.140202
1769451233.46077,3.109056,0.198815,0.320099,3.0765,-0.067992,0.174373,3.113,0.306193,0.006193,2.064387
1769451233.5029,3.11321,0.199317,0.320904,3.08425,-0.068003,0.174402,3.1135,0.306232,0.006232,2.07748
1769451233.56679,3.109563,0.198961,0.320334,3.07875,-0.067963,0.174302,3.11175,0.306043,0.006043,2.014351
1769451233.59017,3.109309,0.198888,0.320195,3.0775,-0.067982,0.174346,3.1125,0.306132,0.006132,2.043942
1769451233.62928,3.10843,0.198815,0.3201,3.0765,-0.067966,0.174304,3.11175,0.306057,0.006057,2.019084
1769451233.69951,3.113878,0.199415,0.321059,3.08575,-0.071414,0.175239,3.1132,0.308813,0.008813,2.937703
1769451233.72417,3.111073,0.199124,0.320591,3.08125,-0.067975,0.174331,3.11225,0.306096,0.006096,2.032
1769451233.76206,3.114587,0.199284,0.320852,3.08375,-0.068075,0.174584,3.11675,0.306536,0.006536,2.178692
1769451233.79649,3.111822,0.19906,0.320486,3.08025,-0.06803,0.174471,3.11475,0.306345,0.006345,2.115123
1769451233.86958,3.111189,0.198913,0.320254,3.078,-0.068052,0.174528,3.11575,0.306482,0.006482,2.16083
1769451233.89958,3.108925,0.198673,0.319863,3.07425,-0.068037,0.174486,3.115,0.306478,0.006478,2.159326
1769451233.92387,3.106293,0.198619,0.31979,3.0735,-0.067939,0.174235,3.1105,0.305955,0.005955,1.985065
1769451233.96088,3.114072,0.198971,0.320367,3.079,-0.068151,0.174789,3.1205,0.307033,0.007033,2.344246
1769451233.99669,3.108421,0.198602,0.319765,3.07325,-0.068038,0.174487,3.115,0.306505,0.006505,2.168474
1769451234.03303,3.10822,0.198873,0.320212,3.0775,-0.071344,0.17507,3.1102,0.308468,0.008468,2.822772
1769451234.10013,3.109794,0.196393,0.321967,3.0782,-0.06799,0.174362,3.11275,0.304761,0.004761,1.586869
1769451234.12276,3.101129,0.195562,0.320606,3.0652,-0.071311,0.174974,3.1084,0.307077,0.007077,2.359121
1769451234.16483,3.103957,0.196087,0.321462,3.0734,-0.071262,0.174832,3.1058,0.306636,0.006636,2.212076
1769451236.08961,2.529863,0.197143,0.295221,2.487333,-0.074083,0.158593,2.541167,0.30843,0.00843,2.809874
1769451236.13058,2.519136,0.196824,0.294716,2.483167,-0.074729,0.156377,2.524,0.307483,0.007483,2.494361
1769451236.20166,2.52154,0.198732,0.296944,2.4925,-0.074597,0.156086,2.519167,0.308644,0.008644,2.881173
1769451236.22432,2.514211,0.198946,0.29344,2.483286,-0.073293,0.156912,2.514,0.3061,0.0061,2.033442
1769451236.26369,2.511634,0.198279,0.292494,2.475143,-0.068796,0.154823,2.517333,0.303418,0.003418,1.13948
1769451236.29939,2.507575,0.197997,0.292068,2.471572,-0.068669,0.154542,2.512833,0.302864,0.002864,0.954704
1769451236.36991,2.502526,0.197582,0.29147,2.466429,-0.070492,0.154724,2.507857,0.303775,0.003775,1.258327
1769451236.39302,2.500534,0.199798,0.290222,2.464,-0.068492,0.154143,2.506333,0.303792,0.003792,1.263924
1769451236.43461,2.502058,0.197407,0.291221,2.464286,-0.068574,0.154321,2.509167,0.302493,0.002493,0.830961
1769451236.50279,2.49836,0.197285,0.291058,2.462857,-0.070366,0.154436,2.503143,0.303192,0.003192,1.064018
1769451236.52481,2.503786,0.197501,0.291358,2.465429,-0.069783,0.153312,2.5115,0.304335,0.004335,1.444843
1769451236.56189,2.502099,0.199741,0.290151,2.463333,-0.069737,0.153225,2.510167,0.305877,0.005877,1.958963
1769451236.59929,2.502612,0.197409,0.291246,2.464429,-0.069742,0.153228,2.510167,0.304156,0.004156,1.385329
1769451236.66604,2.501951,0.197321,0.291105,2.463286,-0.069734,0.153216,2.51,0.304161,0.004161,1.38706
1769451236.69032,2.503973,0.1997,0.290088,2.462833,-0.067549,0.155771,2.514333,0.303505,0.003505,1.168196
1769451236.72844,2.500627,0.200575,0.290827,2.459667,-0.06859,0.154397,2.510667,0.306046,0.006046,2.015442
1769451236.8025,2.508012,0.201877,0.2922,2.461833,-0.068899,0.155142,2.523,0.30959,0.00959,3.196771
1769451236.82478,2.508699,0.201441,0.29156,2.4565,-0.066795,0.15786,2.529667,0.308513,0.008513,2.837517
1769451236.86484,2.505095,0.2016,0.291774,2.458333,-0.067704,0.156167,2.520667,0.307895,0.007895,2.631618
1769451236.93446,2.506872,0.201635,0.291837,2.458833,-0.066649,0.15751,2.523667,0.306959,0.006959,2.319533
1769451236.97109,2.508057,0.201978,0.292301,2.462833,-0.066606,0.157407,2.522,0.306324,0.006324,2.108052
1769451236.99115,2.505618,0.201629,0.291815,2.458667,-0.066583,0.157356,2.521333,0.306502,0.006502,2.167462
1769451237.02993,2.50853,0.20182,0.29209,2.461,-0.067812,0.156422,2.524833,0.308515,0.008515,2.838416
1769451237.10612,2.509218,0.201791,0.292051,2.460667,-0.06672,0.157677,2.5265,0.30739,0.00739,2.463255
1769451237.12746,2.504846,0.201482,0.291621,2.457,-0.067897,0.157525,2.521429,0.30773,0.00773,2.576637
1769451237.16612,2.507944,0.201788,0.292054,2.460667,-0.067796,0.156377,2.524,0.308375,0.008375,2.79154
1769451237.23608,2.509539,0.201956,0.292289,2.462667,-0.067822,0.156447,2.525167,0.308447,0.008447,2.815575
1769451237.25722,2.506169,0.201365,0.291438,2.4555,-0.067837,0.15648,2.525667,0.309203,0.009203,3.067739
1769451237.2968,2.508531,0.201831,0.292111,2.461167,-0.067813,0.156419,2.524667,0.308468,0.008468,2.82271
1769451237.33479,2.50652,0.201699,0.29191,2.4595,-0.067749,0.156271,2.522333,0.308137,0.008137,2.712462
1769451237.40143,2.507757,0.201359,0.291444,2.4555,-0.067926,0.156682,2.528834,0.309924,0.009924,3.307978
1769451237.42489,2.507374,0.201658,0.291851,2.459,-0.066671,0.157562,2.5245,0.307123,0.007123,2.374296
1769451237.46875,2.506768,0.201653,0.291854,2.459,-0.067776,0.156333,2.523333,0.308377,0.008377,2.792232
1769451237.50224,2.510303,0.201764,0.292011,2.460333,-0.066793,0.157846,2.529,0.307958,0.007958,2.652731
1769451237.56986,2.505684,0.201266,0.291302,2.454333,-0.066702,0.157639,2.525833,0.307872,0.007872,2.623963
1769451237.59169,2.509041,0.201584,0.291753,2.458167,-0.066784,0.157825,2.528667,0.308105,0.008105,2.701521
1769451237.6324,2.507619,0.201547,0.291694,2.457667,-0.066718,0.15767,2.526333,0.307642,0.007642,2.547232
1769451237.69876,2.508217,0.201816,0.292093,2.461,-0.066663,0.157541,2.524167,0.30688,0.00688,2.293354
