Time,MarkerID,Cam_X,Cam_Y,Cam_Z,Map_X,Map_Y,Map_Z
1770241720.71697,2,-0.418058,-0.749199,3.33833,1.25958,1.17065,1.68137
1770241760.97611,2,1.35617,-0.766043,3.31867,1.25252,-0.603578,1.70584
1770241758.20198,2,1.38339,-0.789866,3.304,1.25191,-0.630802,1.73381
1770241720.7168,0,-0.188938,-0.230162,3.631,1.25036,0.941526,1.08558
1770241720.71692,1,-0.387842,-0.740781,3.328,1.24643,1.14043,1.67932
1770241773.18292,1,-0.18847,-0.229592,3.622,1.2423,0.941052,1.08963
1770241773.45462,1,-0.188418,-0.229528,3.621,1.24141,0.940999,1.09008
1770241758.15705,2,1.38356,-0.785573,3.2936,1.24076,-0.630978,1.73535
1770241758.12467,2,1.39291,-0.782995,3.29425,1.24003,-0.640333,1.7328
1770241758.09099,2,1.39164,-0.782286,3.29125,1.23708,-0.639063,1.7337
1770241773.41306,1,-0.188053,-0.229085,3.614,1.23514,0.94063,1.09323
1770241761.01356,2,1.34551,-0.761798,3.30017,1.2344,-0.59293,1.71151
1770241758.02332,2,1.38672,-0.777559,3.29033,1.2339,-0.634147,1.73008
1770241773.36661,2,-0.490207,-0.745815,3.3098,1.23318,1.24278,1.69285
1770241772.99105,1,-0.187689,-0.228641,3.607,1.22887,0.940261,1.09638
1770241758.05504,2,1.38133,-0.776226,3.28467,1.22833,-0.62876,1.73179
1770241757.98918,2,1.38741,-0.770902,3.28125,1.2227,-0.63484,1.72892
1770241773.35542,2,-0.495554,-0.737624,3.30214,1.22243,1.24812,1.68965
1770241761.05474,2,1.35091,-0.750665,3.29117,1.22101,-0.598348,1.70645
1770241773.36654,1,-0.187221,-0.22807,3.598,1.22082,0.939786,1.10044
1770241773.2336,1,-0.186909,-0.22769,3.592,1.21545,0.939469,1.10314
1770241773.35535,1,-0.186909,-0.22769,3.592,1.21545,0.939469,1.10314
1770241757.95569,2,1.38006,-0.764828,3.2745,1.2138,-0.627501,1.72709
1770241773.26438,0,-0.186805,-0.227563,3.59,1.21366,0.939364,1.10404
1770241773.30635,2,-0.496826,-0.733124,3.2936,1.21278,1.24938,1.69008
1770241720.77266,1,-0.415096,-0.727925,3.2905,1.20755,1.16765,1.68716
1770241773.30625,1,-0.18644,-0.22712,3.583,1.20739,0.938995,1.10719
1770241757.89962,2,1.36564,-0.761852,3.26167,1.20121,-0.613093,1.731
1770241757.82042,2,1.36473,-0.76135,3.2595,1.19908,-0.612181,1.73166
1770241757.86768,2,1.36452,-0.761233,3.259,1.19859,-0.611975,1.73181
1770241757.93151,2,1.36634,-0.76056,3.25617,1.19581,-0.613797,1.73266
1770241757.75674,2,1.36216,-0.758587,3.2554,1.19415,-0.609613,1.73134
1770241757.7874,2,1.35955,-0.760092,3.25417,1.19384,-0.607004,1.73326
1770241757.34768,2,1.31188,-0.758443,3.2548,1.19351,-0.559335,1.73152
1770241773.26444,1,-0.501747,-0.723288,3.27633,1.19291,1.25429,1.6903
1770241757.57858,2,1.34355,-0.758163,3.2536,1.19236,-0.591008,1.73189
1770241757.45406,2,1.32503,-0.757793,3.252,1.19078,-0.572489,1.73237
1770241757.61177,2,1.34637,-0.757747,3.2518,1.1906,-0.593832,1.73244
1770241757.73463,2,1.35673,-0.757574,3.251,1.18983,-0.604189,1.73269
1770241757.68771,2,1.35073,-0.757186,3.2494,1.18825,-0.598193,1.73316
1770241757.48702,2,1.32392,-0.758464,3.24717,1.18695,-0.571384,1.73539
1770241761.08894,2,1.35141,-0.736303,3.2596,1.18651,-0.598869,1.70999
1770241757.42296,2,1.31772,-0.756675,3.2472,1.18607,-0.565186,1.73383
1770241757.25116,2,1.28788,-0.758226,3.24617,1.18593,-0.535346,1.73569
1770241720.77258,0,-0.185192,-0.225598,3.559,1.18591,0.937729,1.11799
1770241757.65447,1,1.34972,-0.756633,3.247,1.1859,-0.597184,1.7339
1770241757.38849,2,1.31391,-0.75654,3.2466,1.18548,-0.561372,1.73402
1770241757.52342,2,1.33157,-0.756444,3.2462,1.1851,-0.579035,1.73414
1770241720.81947,1,-0.41833,-0.72017,3.269,1.18507,1.17087,1.69132
1770241756.81935,2,1.21102,-0.761913,3.243,1.185,-0.458483,1.74047
1770241757.23463,2,1.2815,-0.75795,3.245,1.18478,-0.528968,1.73604
1770241757.11963,2,1.2666,-0.75948,3.244,1.18468,-0.51406,1.73787
1770241756.723,2,1.19765,-0.75625,3.2454,1.1842,-0.445116,1.73437
1770241756.68328,3,1.16168,-0.761685,3.242,1.18398,-0.40915,1.74078
1770241772.94711,1,-0.185035,-0.225408,3.556,1.18322,0.93757,1.11934
1770241757.03453,2,1.25474,-0.761446,3.241,1.18307,-0.502205,1.74108
1770241756.79973,2,1.20328,-0.758879,3.2414,1.18208,-0.450742,1.73866
1770241757.31017,2,1.29517,-0.757303,3.24217,1.18202,-0.542638,1.73692
1770241756.92004,2,1.23561,-0.760623,3.2375,1.17962,-0.483079,1.74214
1770241756.5849,2,1.16972,-0.756699,3.23967,1.17946,-0.41719,1.73766
1770241773.23365,2,-0.501347,-0.717576,3.264,1.17938,1.25388,1.6916
1770241756.75494,1,1.19332,-0.758237,3.2386,1.17933,-0.440786,1.73952
1770241757.18784,2,1.27308,-0.756469,3.23867,1.17856,-0.520546,1.73796
1770241756.63947,2,1.17806,-0.756352,3.23817,1.17799,-0.425532,1.73811
1770241757.09769,2,1.26149,-0.760157,3.2355,1.17768,-0.508956,1.74275
1770241757.05429,2,1.25241,-0.760041,3.235,1.17718,-0.499879,1.7429
1770241757.15457,2,1.26319,-0.757485,3.2354,1.17625,-0.510664,1.74049
1770241773.18303,3,-0.515999,-0.714235,3.26233,1.17624,1.26853,1.68956
1770241756.99931,2,1.2473,-0.759626,3.23325,1.17546,-0.494769,1.74342
1770241756.68322,2,1.19081,-0.751511,3.2365,1.17412,-0.438284,1.73478
1770241773.183,2,-0.488684,-0.713576,3.25933,1.17334,1.24121,1.6905
1770241756.87353,2,1.22426,-0.759099,3.231,1.17323,-0.471729,1.7441
1770241756.95464,2,1.23679,-0.75863,3.229,1.17128,-0.484267,1.74471
1770241756.52095,2,1.16724,-0.750636,3.23275,1.17042,-0.414716,1.73591
1770241756.5557,2,1.16164,-0.752582,3.2296,1.16868,-0.409118,1.73918
1770241756.43366,2,1.15259,-0.749766,3.229,1.16674,-0.400073,1.73706
1770241756.49252,2,1.16147,-0.749757,3.229,1.16674,-0.408953,1.73705
1770241761.13266,2,1.34897,-0.728504,3.2395,1.16522,-0.596454,1.7134
1770241720.86774,1,-0.430519,-0.712574,3.248,1.1631,1.18304,1.69536
1770241756.38735,2,1.1414,-0.744752,3.2265,1.16204,-0.388882,1.73399
1770241756.45523,2,1.15434,-0.748023,3.2215,1.15938,-0.401822,1.73934
1770241756.32295,2,1.13723,-0.743993,3.22317,1.15877,-0.384711,1.73502
1770241773.13852,2,-0.495162,-0.705579,3.24317,1.15535,1.24768,1.69176
1770241720.81937,0,-0.183266,-0.223253,3.522,1.15278,0.935777,1.13465
1770241773.11448,2,-0.496416,-0.702169,3.24014,1.15101,1.24893,1.69035
1770241773.06754,3,-0.503671,-0.7006,3.24067,1.15067,1.25618,1.68873
1770241756.36442,2,1.13387,-0.741804,3.21367,1.14947,-0.381362,1.73792
1770241756.28789,2,1.1329,-0.739976,3.2134,1.14831,-0.380391,1.73648
1770241772.89893,1,-0.183006,-0.222936,3.517,1.14831,0.935513,1.1369
1770241720.89028,2,-0.433253,-0.70529,3.235,1.1482,1.18576,1.69564
1770241720.86769,0,-0.18259,-0.222429,3.509,1.14115,0.935091,1.1405
1770241761.15432,2,1.34465,-0.716427,3.2185,1.14099,-0.592152,1.71358
1770241772.86838,1,-0.181965,-0.221668,3.497,1.13041,0.934458,1.1459
1770241773.04342,2,-0.48289,-0.69184,3.22067,1.129,1.23538,1.69126
1770241756.19214,2,1.11925,-0.729231,3.19717,1.12886,-0.366761,1.7354
1770241773.06742,2,-0.468154,-0.690369,3.22067,1.12827,1.22065,1.68999
1770241772.99113,2,-0.479649,-0.688509,3.21883,1.12574,1.23214,1.68931
1770241756.23644,2,1.11727,-0.727933,3.1915,1.12332,-0.364787,1.73714
1770241720.92143,1,-0.446566,-0.694565,3.21086,1.12193,1.19905,1.69857
1770241720.89021,1,-0.181237,-0.220781,3.483,1.11787,0.93372,1.1522
1770241756.25996,2,1.1224,-0.727862,3.1836,1.11646,-0.369922,1.74107
1770241761.18845,2,1.35051,-0.706572,3.194,1.11488,-0.598032,1.71744
1770241772.9472,2,-0.473753,-0.681936,3.20867,1.11365,1.22623,1.68877
1770241772.83589,1,-0.180821,-0.220274,3.475,1.11071,0.933298,1.1558
1770241772.89902,2,-0.452902,-0.678531,3.2065,1.11007,1.20538,1.68692
1770241772.7006,1,-0.18056,-0.219957,3.47,1.10624,0.933034,1.15805
1770241772.86847,2,-0.443181,-0.677155,3.2,1.10378,1.19565,1.68902
1770241772.66911,1,-0.180404,-0.219767,3.467,1.10355,0.932876,1.1594
1770241772.78717,1,-0.180352,-0.219703,3.466,1.10266,0.932823,1.15985
1770241761.21654,2,1.34559,-0.700907,3.18243,1.10202,-0.593116,1.71839
1770241772.74745,1,-0.1803,-0.21964,3.465,1.10176,0.93277,1.1603
1770241756.16993,2,1.10616,-0.717284,3.17214,1.10122,-0.353695,1.73772
1770241720.95335,1,-0.454142,-0.683218,3.19314,1.10091,1.20661,1.69771
1770241720.92136,0,-0.180144,-0.21945,3.462,1.09907,0.932612,1.16165
1770241772.62362,1,-0.180144,-0.21945,3.462,1.09907,0.932612,1.16165
1770241756.09176,2,1.12172,-0.712981,3.1718,1.09877,-0.369255,1.73418
1770241756.12296,2,1.10911,-0.713913,3.16817,1.09609,-0.356643,1.73682
1770241772.83598,2,-0.43122,-0.673019,3.18733,1.09076,1.18368,1.69184
1770241772.78727,2,-0.422263,-0.672667,3.18567,1.08915,1.17472,1.69238
1770241772.74752,2,-0.413299,-0.672318,3.184,1.08755,1.16576,1.69292
1770241720.99181,1,-0.461826,-0.672353,3.17729,1.08173,1.21428,1.69634
1770241756.03486,2,1.12272,-0.702838,3.1575,1.0813,-0.370268,1.73264
1770241756.05554,2,1.11395,-0.700809,3.14843,1.07244,-0.361505,1.73547
1770241772.59765,1,-0.178583,-0.217548,3.432,1.07222,0.93103,1.17516
1770241755.98826,2,1.12167,-0.700395,3.1465,1.07057,-0.369227,1.73609
1770241720.95328,0,-0.178323,-0.217231,3.427,1.06774,0.930766,1.17741
1770241772.70069,2,-0.389166,-0.664031,3.16533,1.06727,1.14161,1.69519
1770241772.6692,2,-0.380005,-0.663225,3.1615,1.06356,1.13244,1.69643
1770241720.99173,0,-0.177855,-0.21666,3.418,1.05969,0.930291,1.18146
1770241761.27287,2,1.35046,-0.682374,3.143,1.05864,-0.598028,1.7223
1770241721.01605,2,-0.464295,-0.660311,3.1545,1.05598,1.21673,1.69745
1770241772.62371,2,-0.365993,-0.657116,3.153,1.05315,1.11842,1.69545
1770241772.59776,2,-0.354522,-0.654339,3.1535,1.05219,1.10695,1.6928
1770241755.95407,2,1.13373,-0.688553,3.132,1.05209,-0.381304,1.73319
1770241772.54775,1,-0.177022,-0.215646,3.402,1.04536,0.929447,1.18866
1770241772.54784,2,-0.348198,-0.647572,3.14867,1.0446,1.10062,1.6894
1770241779.12104,0,-2.35731,0.0874983,3.579,1.04338,3.10974,0.837626
1770241755.89134,2,1.13309,-0.684714,3.1145,1.03504,-0.380673,1.73871
1770241755.93547,2,1.12382,-0.684274,3.1125,1.03309,-0.371402,1.73934
1770241761.32059,2,1.34408,-0.6684,3.1115,1.02438,-0.59167,1.72614
1770241761.35519,2,1.35185,-0.665913,3.1065,1.01882,-0.599448,1.72652
1770241772.50148,2,-0.325588,-0.635612,3.12529,1.0184,1.07799,1.69088
1770241721.07343,1,-0.488223,-0.635147,3.123,1.01606,1.24062,1.69163
1770241772.47188,2,-0.319189,-0.632774,3.11833,1.01097,1.07159,1.69194
1770241755.85307,2,1.1325,-0.67357,3.09129,1.00938,-0.380106,1.74081
1770241772.42269,2,-0.306029,-0.6278,3.11483,1.00545,1.05842,1.68941
1770241721.11178,2,-0.496243,-0.625554,3.11186,1.0016,1.24863,1.68898
1770241761.38857,2,1.35117,-0.660124,3.0874,0.999409,-0.598781,1.73116
1770241755.82109,2,1.12941,-0.668933,3.08117,0.998299,-0.377018,1.74191
1770241772.50138,1,-0.173796,-0.211716,3.34,0.989864,0.926177,1.21657
1770241772.38913,2,-0.304692,-0.620662,3.09957,0.988674,1.05707,1.69095
1770241755.77786,2,1.12789,-0.663868,3.06886,0.985115,-0.375515,1.74376
1770241761.42094,2,1.34866,-0.648978,3.06683,0.976026,-0.596288,1.73192
1770241772.34766,2,-0.29483,-0.613802,3.0875,0.974799,1.0472,1.69113
1770241772.47183,1,-0.172807,-0.210512,3.321,0.972856,0.925175,1.22512
1770241721.1538,2,-0.50448,-0.611396,3.0825,0.969101,1.25685,1.69157
1770241778.36555,0,-2.29737,0.0852736,3.488,0.965994,3.04974,0.885488
1770241761.45612,2,1.34296,-0.644946,3.04767,0.957441,-0.590606,1.73812
1770241761.50067,2,1.34751,-0.644445,3.04533,0.955178,-0.59516,1.73887
1770241772.42261,1,-0.171767,-0.209244,3.301,0.954953,0.92412,1.23412
1770241755.71861,2,1.13185,-0.646507,3.04386,0.954773,-0.3795,1.74139
1770241747.40045,2,-2.28815,0.0849313,3.474,0.954089,3.04051,0.892851
1770241772.30206,2,-0.285973,-0.602972,3.06833,0.952794,1.03832,1.69145
1770241721.18962,1,-0.520458,-0.601635,3.06867,0.95222,1.27281,1.69013
1770241776.12332,0,-2.28618,0.084858,3.471,0.951538,3.03853,0.894429
1770241772.38903,1,-0.171194,-0.208547,3.29,0.945106,0.92354,1.23908
1770241772.2714,2,-0.283999,-0.595967,3.06014,0.942189,1.03634,1.68954
1770241755.68837,2,1.12705,-0.641108,3.0295,0.93965,-0.374713,1.74398
1770241772.34762,1,-0.170414,-0.207596,3.275,0.931678,0.922748,1.24583
1770241772.34753,0,-2.26905,0.0842223,3.445,0.929429,3.02139,0.908104
1770241755.65533,2,1.13239,-0.631047,3.02133,0.927526,-0.380058,1.73942
1770241772.2314,2,-0.277942,-0.588409,3.04586,0.926046,1.03027,1.69023
1770241769.84302,0,-2.26642,0.0841245,3.441,0.926028,3.01875,0.910207
1770241721.23223,1,-0.530371,-0.589933,3.04143,0.922792,1.2827,1.69378
1770241761.5565,2,1.34256,-0.629801,3.01533,0.921885,-0.590234,1.74137
1770241761.52106,2,1.34152,-0.629316,3.013,0.919625,-0.589195,1.74213
1770241755.58831,1,1.13864,-0.621669,3.016,0.918192,-0.386314,1.73401
1770241776.89656,0,-2.25654,0.0837578,3.426,0.913273,3.00886,0.918097
1770241765.42025,0,-2.25588,0.0837334,3.425,0.912422,3.0082,0.918623
1770241755.62078,2,1.129,-0.62398,3.007,0.911583,-0.376678,1.74055
1770241772.18895,2,-0.278913,-0.584342,3.031,0.911167,1.03123,1.69422
1770241761.58733,2,1.33974,-0.627263,3.003,0.909955,-0.587422,1.74541
1770241721.25317,1,-0.542684,-0.58123,3.02638,0.905394,1.295,1.69387
1770241772.14703,2,-0.276319,-0.576702,3.02829,0.904969,1.02863,1.689
1770241772.30195,1,-0.168749,-0.205568,3.243,0.903033,0.92106,1.26023
1770241775.96786,0,-2.24205,0.08322,3.404,0.894565,2.99435,0.929668
1770241761.62109,2,1.33925,-0.616208,2.9895,0.89272,-0.586952,1.74268
1770241772.27131,1,-0.168072,-0.204744,3.23,0.891396,0.920375,1.26608
1770241777.59605,0,-2.23941,0.0831222,3.4,0.891164,2.99172,0.931771
1770241761.65433,2,1.34038,-0.615502,2.986,0.889344,-0.58808,1.74384
1770241772.23133,1,-0.167552,-0.20411,3.22,0.882444,0.919847,1.27058
1770241721.28907,1,-0.556635,-0.574239,3.003,0.881676,1.30893,1.69964
1770241755.52043,2,1.12623,-0.605263,2.976,0.875372,-0.373945,1.74005
1770241755.55529,2,1.12478,-0.607343,2.97471,0.875311,-0.372494,1.74249
1770241761.68372,2,1.34184,-0.606838,2.97229,0.873132,-0.589548,1.74328
1770241781.27613,0,-2.22492,0.0825843,3.378,0.872456,2.97721,0.943342
1770241772.18882,1,-0.166875,-0.203286,3.207,0.870807,0.919162,1.27644
1770241772.09941,3,-0.2783,-0.559254,2.99843,0.870387,1.03059,1.68901
1770241772.07167,2,-0.312562,-0.544252,3,0.864142,1.06484,1.67527
1770241721.31992,1,-0.566364,-0.567496,2.98614,0.863713,1.31865,1.70233
1770241772.07172,3,-0.277719,-0.549893,2.99229,0.860359,1.03,1.68403
1770241772.14695,1,-0.166251,-0.202525,3.195,0.860065,0.918529,1.28184
1770241772.09937,2,-0.311572,-0.546637,2.9905,0.857146,1.06385,1.68212
1770241755.45541,2,1.12448,-0.590297,2.96238,0.856054,-0.37221,1.73401
1770241761.78735,2,1.33996,-0.597522,2.95788,0.855988,-0.587682,1.74251
1770241777.34464,0,-2.21109,0.0820709,3.357,0.854599,2.96336,0.954387
1770241755.48865,2,1.12778,-0.593578,2.9585,0.854368,-0.375505,1.7388
1770241761.74338,2,1.33403,-0.600772,2.95383,0.854135,-0.581756,1.74736
1770241772.036,3,-0.277273,-0.540774,2.98729,0.851439,1.02954,1.67868
1770241772.09929,1,-0.165522,-0.201638,3.181,0.847532,0.91779,1.28814
1770241775.6302,0,-2.20385,0.081802,3.346,0.845245,2.95611,0.960173
1770241758.77877,0,-2.20319,0.0817776,3.345,0.844395,2.95545,0.960698
1770241755.42209,2,1.12383,-0.583405,2.94817,0.840309,-0.371573,1.73523
1770241761.82127,2,1.34282,-0.590532,2.94333,0.839909,-0.590559,1.74382
1770241772.07161,1,-0.165002,-0.201004,3.171,0.838581,0.917263,1.29264
1770241721.36799,1,-0.580504,-0.55724,2.96271,0.8383,1.33276,1.7053
1770241761.85605,2,1.3353,-0.589594,2.93867,0.835401,-0.583046,1.74537
1770241763.75569,0,-2.19528,0.0814842,3.333,0.834191,2.94754,0.96701
1770241772.03596,2,-0.313878,-0.527205,2.9735,0.83266,1.06613,1.67393
1770241762.32083,0,-2.19199,0.0813619,3.328,0.829939,2.94424,0.96964
1770241755.38043,2,1.11371,-0.57766,2.93938,0.829811,-0.361455,1.73471
1770241772.03587,1,-0.164482,-0.20037,3.161,0.829629,0.916735,1.29714
1770241761.88874,2,1.3287,-0.585173,2.928,0.823957,-0.57645,1.74694
1770241771.99929,3,-0.274889,-0.528043,2.96186,0.823064,1.02714,1.68053
1770241767.68859,0,-2.18606,0.0811419,3.319,0.822286,2.93831,0.974373
1770241771.95703,3,-0.281031,-0.521942,2.961,0.819239,1.03328,1.6757
1770241721.38365,1,-0.589368,-0.548761,2.94317,0.817139,1.34161,1.70785
1770241761.91632,2,1.32416,-0.581584,2.91863,0.814049,-0.571919,1.74857
1770241771.99914,1,-0.163545,-0.199229,3.143,0.813516,0.915786,1.30524
1770241771.99924,2,-0.307561,-0.519339,2.952,0.810134,1.0598,1.67799
1770241755.31741,2,1.10273,-0.56605,2.921,0.80808,-0.350494,1.73396
1770241771.9569,1,-0.163129,-0.198722,3.135,0.806355,0.915364,1.30885
1770241771.95699,2,-0.315664,-0.511236,2.952,0.806037,1.0679,1.671
1770241741.35441,0,-2.17223,0.0806285,3.298,0.804429,2.92446,0.985418
1770241771.91375,3,-0.279187,-0.514676,2.94514,0.801884,1.03142,1.67743
1770241755.28716,2,1.10206,-0.563051,2.91457,0.801016,-0.349825,1.73462
1770241761.97395,2,1.31861,-0.57116,2.90638,0.798207,-0.566386,1.74576
1770241762.01262,1,1.31827,-0.567276,2.907,0.796786,-0.566039,1.74209
1770241755.25397,2,1.09917,-0.556198,2.9115,0.794903,-0.346948,1.73026
1770241755.2217,2,1.10024,-0.554109,2.90971,0.792308,-0.34802,1.72935
1770241771.91362,1,-0.162244,-0.197644,3.118,0.791137,0.914467,1.3165
1770241771.91371,2,-0.317927,-0.50435,2.9355,0.788316,1.07015,1.67338
1770241762.05489,2,1.30886,-0.560924,2.897,0.78494,-0.556641,1.74166
1770241721.44121,2,-0.60699,-0.528064,2.917,0.784089,1.35921,1.70319
1770241751.38802,0,-2.15379,0.079944,3.27,0.780619,2.906,1.00014
1770241755.18868,2,1.08999,-0.545612,2.89775,0.777682,-0.337779,1.72806
1770241762.08708,2,1.30819,-0.553841,2.89029,0.775567,-0.555979,1.73893
1770241746.62357,2,-2.14786,0.0797239,3.261,0.772966,2.90007,1.00488
1770241746.79006,2,-2.14259,0.0795284,3.253,0.766164,2.89479,1.00909
1770241773.23352,0,-2.14259,0.0795284,3.253,0.766164,2.89479,1.00909
1770241771.8796,3,-0.286092,-0.502872,2.91029,0.76583,1.03829,1.68484
1770241755.12114,2,1.08089,-0.535153,2.88413,0.760634,-0.328693,1.72591
1770241771.87948,1,-0.160371,-0.195362,3.082,0.758911,0.912568,1.3327
1770241755.07443,2,1.08181,-0.533047,2.882,0.757737,-0.329619,1.72516
1770241762.15392,2,1.29445,-0.540479,2.8705,0.751731,-0.542257,1.73739
1770241721.48872,1,-0.611803,-0.513904,2.88725,0.751256,1.36399,1.70599
1770241762.12141,2,1.30268,-0.542467,2.8686,0.751101,-0.550491,1.74006
1770241755.1536,2,1.0814,-0.53668,2.87133,0.750363,-0.32921,1.73369
1770241741.52129,0,-2.12678,0.0789416,3.229,0.745755,2.87897,1.02171
1770241771.87956,2,-0.321432,-0.489361,2.8945,0.745355,1.07362,1.68114
1770241755.01811,2,1.06757,-0.528467,2.8695,0.744623,-0.315383,1.72752
1770241771.83641,3,-0.287452,-0.494738,2.88943,0.743718,1.03964,1.68835
1770241771.81542,3,-0.297868,-0.493191,2.88775,0.741481,1.05005,1.68786
1770241762.18719,2,1.29429,-0.532888,2.857,0.736245,-0.542109,1.73765
1770241771.83631,1,-0.159018,-0.193714,3.056,0.735636,0.911197,1.34441
1770241721.5208,1,-0.619401,-0.506229,2.87188,0.734103,1.37158,1.70713
1770241771.83637,2,-0.324,-0.487258,2.882,0.733501,1.07618,1.68564
1770241754.98743,2,1.06004,-0.522781,2.85988,0.733438,-0.307865,1.72747
1770241762.21695,2,1.28136,-0.53127,2.84829,0.727896,-0.529183,1.74065
1770241715.12068,0,-2.11032,0.0783304,3.204,0.724497,2.86249,1.03486
1770241754.96415,2,1.05449,-0.521047,2.85025,0.72425,-0.302322,1.73083
1770241771.81538,2,-0.330644,-0.481447,2.871,0.721067,1.08281,1.68618
1770241721.55703,1,-0.62481,-0.500446,2.85729,0.718586,1.37697,1.7095
1770241754.92019,2,1.04615,-0.519806,2.8435,0.71779,-0.293986,1.73317
1770241771.81529,1,-0.157925,-0.192383,3.035,0.716838,0.910089,1.35386
1770241771.76613,3,-0.297108,-0.486747,2.86243,0.71637,1.04927,1.69508
1770241736.71969,0,-2.10373,0.078086,3.194,0.715993,2.85589,1.04012
1770241762.27773,2,1.26982,-0.52201,2.8345,0.711312,-0.51766,1.73962
1770241771.76603,1,-0.157145,-0.191432,3.02,0.70341,0.909298,1.36061
1770241754.85569,1,1.0372,-0.513308,2.8295,0.702418,-0.285048,1.73463
1770241721.58895,1,-0.627809,-0.492361,2.843,0.70217,1.37996,1.70973
1770241771.72281,3,-0.301824,-0.478913,2.85,0.701683,1.05398,1.69459
1770241723.89327,0,-0.157041,-0.191305,3.018,0.70162,0.909192,1.36151
1770241736.78819,0,-2.0899,0.0775725,3.173,0.698136,2.84205,1.05116
1770241762.32107,2,1.25805,-0.516836,2.822,0.6979,-0.505902,1.74146
1770241771.76608,2,-0.336048,-0.470102,2.85,0.697208,1.0882,1.68699
1770241754.88951,2,1.03564,-0.513983,2.82086,0.695297,-0.283492,1.73958
1770241771.68154,3,-0.306034,-0.474465,2.83513,0.686594,1.05817,1.69826
1770241771.72269,1,-0.156156,-0.190228,3.001,0.686402,0.908296,1.36916
1770241754.82012,2,1.0249,-0.509833,2.81017,0.683965,-0.272761,1.74139
1770241723.92375,0,-0.156,-0.190037,2.998,0.683716,0.908137,1.37051
1770241721.6186,1,-0.626528,-0.484193,2.82375,0.681431,1.37866,1.7124
1770241771.72277,2,-0.333926,-0.467133,2.832,0.680173,1.08606,1.69351
1770241762.3881,2,1.24933,-0.509066,2.806,0.680159,-0.497193,1.74283
1770241762.3537,2,1.25285,-0.510981,2.80443,0.679773,-0.500716,1.74528
1770241754.77424,2,1.01905,-0.505299,2.80638,0.678398,-0.266913,1.73939
1770241771.6815,2,-0.341458,-0.466803,2.83,0.678274,1.09359,1.69423
1770241771.68142,1,-0.155636,-0.189594,2.991,0.67745,0.907768,1.37366
1770241754.7174,2,1.00967,-0.499626,2.79633,0.666859,-0.257548,1.73956
1770241723.96372,0,-0.154907,-0.188706,2.977,0.664918,0.90703,1.37997
1770241736.75538,0,-2.06289,0.0765702,3.132,0.663272,2.81502,1.07273
1770241762.43609,2,1.23732,-0.501852,2.78956,0.662313,-0.485201,1.74491
1770241741.65341,0,-2.06026,0.0764724,3.128,0.659871,2.81238,1.07483
1770241741.61972,0,-2.05762,0.0763746,3.124,0.656469,2.80974,1.07693
1770241771.63455,3,-0.311564,-0.462909,2.80638,0.655938,1.06368,1.7028
1770241723.98543,0,-0.154283,-0.187946,2.965,0.654176,0.906397,1.38537
1770241754.70252,2,1.00154,-0.493762,2.78463,0.653785,-0.249427,1.74041
1770241754.65369,2,0.995217,-0.493377,2.78275,0.651967,-0.243106,1.74103
1770241724.04021,0,-0.153971,-0.187565,2.959,0.648805,0.90608,1.38807
1770241724.08747,0,-0.153815,-0.187375,2.956,0.646119,0.905922,1.38942
1770241762.48448,2,1.2265,-0.495264,2.77183,0.643681,-0.474398,1.74817
1770241724.11947,0,-0.153659,-0.187185,2.953,0.643434,0.905764,1.39077
1770241724.15504,0,-0.153607,-0.187122,2.952,0.642539,0.905711,1.39122
1770241721.67654,1,-0.629155,-0.465708,2.7885,0.641668,1.38126,1.71424
1770241771.63451,2,-0.347841,-0.448729,2.798,0.641521,1.09994,1.69479
1770241762.45625,2,1.23258,-0.494629,2.76833,0.640344,-0.480477,1.74939
1770241724.08763,3,-0.353848,-0.458245,2.78975,0.639199,1.10595,1.70717
1770241771.63444,1,-0.153346,-0.186805,2.947,0.638063,0.905447,1.39347
1770241724.11966,3,-0.345916,-0.457934,2.78775,0.637322,1.09802,1.70791
1770241724.19205,0,-0.153138,-0.186551,2.943,0.634482,0.905236,1.39527
1770241771.60325,1,-0.153086,-0.186488,2.942,0.633587,0.905183,1.39572
1770241771.60339,3,-0.311183,-0.453659,2.785,0.632817,1.06328,1.70561
1770241724.23538,0,-0.153034,-0.186424,2.941,0.632692,0.905131,1.39617
1770241754.58794,1,0.979427,-0.482727,2.76525,0.631472,-0.227332,1.74067
1770241721.72031,1,-0.636553,-0.456603,2.78129,0.630839,1.38865,1.71002
1770241723.98556,2,-0.368449,-0.453515,2.78243,0.630479,1.12054,1.70678
1770241724.04039,2,-0.347507,-0.455364,2.78043,0.629703,1.0996,1.70939
1770241754.62266,1,0.982189,-0.482222,2.76238,0.628737,-0.230096,1.74168
1770241724.25106,0,-0.152774,-0.186107,2.936,0.628216,0.904867,1.39842
1770241723.92387,2,-0.385483,-0.443795,2.78313,0.62616,1.13757,1.69804
1770241724.15516,2,-0.329435,-0.452332,2.77514,0.623624,1.08152,1.70944
1770241771.57072,3,-0.311994,-0.450236,2.77571,0.623073,1.06408,1.70734
1770241724.30891,1,-0.15241,-0.185664,2.929,0.62195,0.904498,1.40157
1770241724.34727,1,-0.15241,-0.185664,2.929,0.62195,0.904498,1.40157
1770241723.96384,2,-0.372255,-0.445684,2.777,0.621837,1.12434,1.70276
1770241723.9638,1,-0.414179,-0.438104,2.77933,0.619991,1.16627,1.69504
