Time,MarkerID,Cam_X,Cam_Y,Cam_Z,Map_X,Map_Y,Map_Z
1770241732.25107,1,-0.833854,-0.31675,2.57543,0.38238,1.58575,1.69323
1770241722.17248,1,-0.623203,-0.327027,2.56886,0.382063,1.3751,1.70542
1770241723.39046,2,-0.695609,-0.335746,2.561,0.379625,1.4475,1.71691
1770241732.18746,1,-0.81904,-0.314473,2.57329,0.379392,1.57094,1.69234
1770241732.15426,1,-0.815454,-0.313786,2.57317,0.378945,1.56735,1.69181
1770241732.22436,2,-0.82491,-0.315023,2.56957,0.376459,1.5768,1.69469
1770241763.62373,2,1.11668,-0.363871,2.53715,0.374682,-0.364788,1.75322
1770241724.8356,2,-0.169101,-0.315399,2.56667,0.374663,0.920992,1.69648
1770241732.04171,1,-0.795988,-0.311729,2.56729,0.372846,1.54788,1.693
1770241771.04624,1,-0.137788,-0.167852,2.648,0.370407,0.889676,1.52806
1770241723.32054,2,-0.681386,-0.338014,2.54725,0.368912,1.43327,1.72581
1770241752.95551,2,0.692413,-0.349314,2.53413,0.364381,0.05947,1.74219
1770241763.65675,2,1.11483,-0.360272,2.52692,0.364033,-0.362945,1.75528
1770241770.98662,3,-0.148936,-0.317848,2.549,0.360666,0.900816,1.70752
1770241770.98658,2,-0.181471,-0.315255,2.547,0.357605,0.933348,1.70629
1770241724.83549,1,-0.136903,-0.166774,2.631,0.355189,0.888779,1.53571
1770241723.27845,2,-0.695528,-0.330783,2.535,0.354676,1.4474,1.72575
1770241752.89277,1,0.690097,-0.342958,2.52575,0.353941,0.0617773,1.74093
1770241731.98459,1,-0.783123,-0.306432,2.54843,0.353904,1.535,1.69795
1770241724.8806,2,-0.129916,-0.299098,2.55044,0.352456,0.881789,1.69061
1770241763.6885,2,1.11525,-0.352558,2.51783,0.352292,-0.36338,1.75321
1770241723.35546,1,-0.705262,-0.327363,2.5325,0.350784,1.45713,1.72406
1770241752.93325,2,0.687833,-0.345422,2.51929,0.349603,0.0640383,1.74632
1770241742.45419,0,-1.81788,0.0674756,2.76,0.346945,2.56975,1.26838
1770241731.85406,1,-0.762664,-0.309559,2.5385,0.346929,1.51453,1.70566
1770241731.92011,1,-0.773281,-0.306311,2.53914,0.345835,1.52515,1.70253
1770241722.25258,1,-0.642498,-0.315953,2.5315,0.34421,1.39436,1.71472
1770241731.9556,2,-0.776269,-0.305936,2.53733,0.344082,1.52814,1.70312
1770241731.82129,1,-0.758612,-0.307028,2.53657,0.343989,1.51048,1.70445
1770241724.92008,2,-0.102424,-0.293772,2.54224,0.342711,0.85429,1.69015
1770241731.889,2,-0.765264,-0.305898,2.53571,0.342673,1.51713,1.70391
1770241722.21487,2,-0.63378,-0.318096,2.52788,0.34217,1.38564,1.7184
1770241722.28943,1,-0.648678,-0.31562,2.529,0.341879,1.40054,1.71569
1770241752.85575,2,0.686798,-0.339592,2.51363,0.341773,0.065067,1.74415
1770241763.72165,2,1.11644,-0.348889,2.50654,0.340691,-0.364573,1.75575
1770241770.95629,3,-0.133943,-0.308582,2.53033,0.339886,0.885806,1.70894
1770241770.95626,2,-0.166173,-0.305844,2.527,0.335601,0.918033,1.70826
1770241742.48765,0,-1.80865,0.0671334,2.746,0.33504,2.56051,1.27574
1770241724.95348,1,-0.0850417,-0.289409,2.53289,0.332457,0.836899,1.6911
1770241723.24406,2,-0.717798,-0.316572,2.51575,0.330867,1.46965,1.7232
1770241752.78747,2,0.683845,-0.333006,2.503,0.329274,0.0680094,1.74382
1770241724.88051,1,-0.135394,-0.164936,2.602,0.32923,0.887249,1.54876
1770241724.98708,0,-0.135394,-0.164936,2.602,0.32923,0.887249,1.54876
1770241723.32046,1,-0.716592,-0.317747,2.51133,0.327648,1.46845,1.72645
1770241770.92178,2,-0.119804,-0.303912,2.51813,0.327002,0.871658,1.71107
1770241723.27841,1,-0.733878,-0.314317,2.5115,0.326047,1.48573,1.7234
1770241731.77594,1,-0.74613,-0.302774,2.518,0.325821,1.49798,1.71015
1770241752.82213,2,0.682491,-0.333171,2.49788,0.324932,0.0693597,1.74655
1770241731.68604,1,-0.725421,-0.299844,2.51814,0.324481,1.47727,1.70755
1770241722.33527,1,-0.655502,-0.30959,2.5105,0.32286,1.40735,1.71982
1770241731.71736,1,-0.731685,-0.300546,2.51586,0.322858,1.48354,1.70931
1770241752.76727,2,0.68204,-0.330394,2.49625,0.322127,0.0698086,1.74498
1770241725.02174,1,-0.0386186,-0.285558,2.52279,0.321824,0.790468,1.69288
1770241724.98717,1,-0.0642485,-0.28333,2.52235,0.320305,0.816096,1.69117
1770241752.67937,2,0.682101,-0.324417,2.49638,0.319218,0.0697455,1.73975
1770241731.48509,1,-0.679065,-0.298375,2.51267,0.319049,1.43091,1.70905
1770241724.91999,1,-0.13477,-0.164175,2.59,0.318488,0.886616,1.55417
1770241730.75586,2,-0.334756,-0.311572,2.50338,0.317965,1.0866,1.72513
1770241731.62049,1,-0.709793,-0.297105,2.51171,0.317562,1.46164,1.70843
1770241731.58759,2,-0.702613,-0.29699,2.51071,0.316646,1.45446,1.70884
1770241731.53997,2,-0.695598,-0.296937,2.51029,0.316255,1.44744,1.70901
1770241730.78705,2,-0.353404,-0.309672,2.50188,0.315697,1.10525,1.72425
1770241724.95338,0,-0.134562,-0.163922,2.586,0.314907,0.886405,1.55597
1770241722.21483,1,-0.666667,-0.303181,2.505,0.314868,1.41851,1.71707
1770241763.75581,2,1.10755,-0.339717,2.48192,0.314805,-0.355708,1.76026
1770241763.80149,2,1.11439,-0.337992,2.48264,0.314561,-0.362549,1.75841
1770241731.65539,2,-0.715636,-0.296676,2.508,0.314134,1.46748,1.70994
1770241770.98648,1,-0.134406,-0.163731,2.583,0.312221,0.886247,1.55732
1770241725.05457,2,-0.0187328,-0.283468,2.51286,0.312214,0.770574,1.69609
1770241752.72094,1,0.679135,-0.324716,2.48563,0.310087,0.0727043,1.74544
1770241730.72042,1,-0.312944,-0.310411,2.494,0.309304,1.06478,1.72886
1770241750.98733,2,0.144052,-0.308714,2.49411,0.308907,0.607787,1.72734
1770241722.42342,1,-0.665523,-0.295822,2.50089,0.307605,1.41736,1.71279
1770241730.85583,2,-0.388575,-0.303789,2.49588,0.307519,1.14041,1.7222
1770241730.89073,2,-0.404852,-0.303016,2.49557,0.306854,1.15669,1.72169
1770241730.58732,2,-0.233219,-0.309341,2.49129,0.306484,0.985056,1.72931
1770241723.15418,2,-0.73276,-0.300602,2.49622,0.305936,1.4846,1.71927
1770241730.97383,1,-0.45813,-0.290759,2.50163,0.305849,1.20997,1.70805
1770241752.58432,1,0.672292,-0.316201,2.48563,0.305782,0.0795435,1.73809
1770241751.32266,2,0.242289,-0.307645,2.4909,0.305674,0.509547,1.72804
1770241730.67531,2,-0.291836,-0.309822,2.48925,0.304923,1.04367,1.73075
1770241722.37659,1,-0.657548,-0.298321,2.49622,0.304844,1.40938,1.71731
1770241731.2403,1,-0.596652,-0.292245,2.49967,0.304799,1.34849,1.71032
1770241750.89007,2,0.124176,-0.302491,2.49289,0.304695,0.627659,1.72259
1770241730.61793,1,-0.250011,-0.308982,2.48938,0.30464,1.00185,1.72996
1770241730.91775,2,-0.422845,-0.296971,2.49613,0.304266,1.17468,1.71619
1770241751.28663,2,0.226407,-0.308783,2.48844,0.304116,0.525427,1.73026
1770241731.12068,1,-0.529038,-0.289807,2.49971,0.303663,1.28087,1.70819
1770241731.05566,1,-0.493713,-0.288785,2.49943,0.302928,1.24555,1.70746
1770241731.01961,1,-0.47398,-0.289699,2.49886,0.302912,1.22581,1.70853
1770241751.03635,2,0.150498,-0.307908,2.48756,0.302846,0.601335,1.72996
1770241731.18542,1,-0.563132,-0.28969,2.49871,0.302713,1.31497,1.7086
1770241722.45479,2,-0.671221,-0.293758,2.49633,0.302626,1.42306,1.71331
1770241730.8202,2,-0.36851,-0.307915,2.48771,0.302574,1.12034,1.72988
1770241731.08738,1,-0.510667,-0.288693,2.49863,0.302175,1.2625,1.70778
1770241723.19363,1,-0.734409,-0.302613,2.49042,0.301939,1.48624,1.72394
1770241731.15538,1,-0.546284,-0.290199,2.49688,0.301396,1.29812,1.70997
1770241725.08711,2,-0.00116411,-0.283108,2.50031,0.301213,0.752997,1.70211
1770241752.65415,1,0.668728,-0.320315,2.47786,0.301151,0.0831046,1.74556
1770241751.0633,2,0.157918,-0.30836,2.48511,0.300971,0.593914,1.73158
1770241731.41956,1,-0.656642,-0.29489,2.493,0.300332,1.40847,1.71597
1770241770.89169,2,-0.0973607,-0.292195,2.49383,0.300136,0.849192,1.71322
1770241751.08983,2,0.165422,-0.308899,2.48344,0.29981,0.586409,1.73289
1770241763.82289,2,1.11207,-0.331271,2.46886,0.299266,-0.360241,1.75956
1770241751.24341,2,0.21306,-0.308773,2.48244,0.298921,0.53877,1.73328
1770241731.28612,1,-0.608795,-0.291482,2.49317,0.298793,1.36063,1.71294
1770241751.43526,2,0.284798,-0.302197,2.4856,0.298383,0.467032,1.72601
1770241722.49978,2,-0.677856,-0.292238,2.49225,0.298328,1.42969,1.71406
1770241750.77881,2,0.103534,-0.29523,2.48944,0.298039,0.648296,1.71806
1770241722.52963,2,-0.684448,-0.292133,2.49138,0.297515,1.43628,1.71441
1770241731.46744,2,-0.666087,-0.294522,2.48983,0.297405,1.41792,1.71725
1770241731.32041,1,-0.621735,-0.293191,2.4902,0.297085,1.37356,1.71592
1770241730.51911,2,-0.192603,-0.302607,2.48414,0.296951,0.944432,1.7271
1770241722.63146,1,-0.700912,-0.292636,2.49043,0.296939,1.45274,1.71532
1770241722.55676,1,-0.691108,-0.292062,2.49075,0.296934,1.44294,1.71467
1770241751.18512,1,0.1924,-0.308396,2.47944,0.296125,0.559428,1.73447
1770241751.12174,2,0.171975,-0.308383,2.47933,0.296006,0.579853,1.73452
1770241730.61786,0,-0.133417,-0.162527,2.564,0.295213,0.885245,1.56587
1770241722.58739,1,-0.69738,-0.291854,2.48888,0.295205,1.44921,1.71543
1770241751.35487,2,0.254197,-0.305552,2.4796,0.294873,0.49763,1.73194
1770241742.57537,0,-1.77704,0.0659599,2.698,0.294224,2.52887,1.30099
1770241752.45406,2,0.662924,-0.30902,2.476,0.293841,0.0889027,1.73675
1770241730.55554,1,-0.206942,-0.303092,2.48014,0.293732,0.958769,1.72954
1770241723.24401,1,-0.753112,-0.297243,2.484,0.293673,1.50494,1.72254
1770241723.12225,2,-0.736303,-0.294721,2.48511,0.293373,1.48813,1.71981
1770241751.52072,2,0.337854,-0.293882,2.4845,0.293277,0.413972,1.71939
1770241731.35435,1,-0.632971,-0.292691,2.486,0.293198,1.3848,1.71761
1770241722.72037,1,-0.713237,-0.289982,2.48763,0.293169,1.46506,1.71445
1770241750.81922,2,0.1101,-0.294593,2.484,0.293023,0.641726,1.72026
1770241750.95588,2,0.134783,-0.305184,2.47778,0.293019,0.617043,1.73254
1770241770.95618,1,-0.133261,-0.162337,2.561,0.292528,0.885087,1.56722
1770241751.15842,2,0.179245,-0.308607,2.47511,0.29248,0.572581,1.73684
1770241722.78614,1,-0.719844,-0.289893,2.48688,0.292471,1.47167,1.71475
1770241730.47838,2,-0.166113,-0.296336,2.48057,0.290724,0.917937,1.72349
1770241722.67623,2,-0.709094,-0.289397,2.485,0.290611,1.46092,1.71527
1770241751.45528,1,0.301698,-0.298568,2.4782,0.290176,0.450125,1.72662
1770241723.09777,1,-0.73545,-0.292847,2.48222,0.289934,1.48727,1.71965
1770241751.62124,1,0.393628,-0.288324,2.4836,0.289739,0.358195,1.71505
1770241750.92202,2,0.129381,-0.299612,2.47544,0.288187,0.622441,1.72891
1770241731.39078,1,-0.639715,-0.291439,2.48029,0.287628,1.39154,1.71941
1770241752.57115,1,0.667017,-0.312873,2.46613,0.287266,0.0848043,1.74506
1770241752.43488,1,0.654286,-0.307348,2.46925,0.287163,0.0975356,1.73871
1770241750.62098,2,0.0631687,-0.281765,2.48456,0.286989,0.688652,1.7089
1770241722.75307,2,-0.71668,-0.287983,2.4807,0.286179,1.4685,1.71622
1770241752.48854,2,0.66058,-0.307904,2.46713,0.285615,0.0912396,1.74027
1770241751.55495,1,0.356242,-0.292032,2.4747,0.283898,0.395576,1.72274
1770241725.12453,1,0.0140744,-0.279071,2.48243,0.283754,0.737744,1.70765
1770241751.75349,2,0.467091,-0.280336,2.4792,0.281967,0.284726,1.71037
1770241722.84301,1,-0.719994,-0.287542,2.47544,0.281417,1.47181,1.71849
1770241722.95499,2,-0.732859,-0.291052,2.47333,0.281357,1.48468,1.72259
1770241722.8876,1,-0.726092,-0.291023,2.47311,0.281156,1.47791,1.72267
1770241770.84905,2,-0.083898,-0.286014,2.47523,0.280968,0.835714,1.71728
1770241751.38819,2,0.266591,-0.300716,2.46611,0.280797,0.485226,1.73457
1770241752.38738,2,0.652437,-0.305665,2.46238,0.280378,0.0993789,1.74073
1770241723.00042,1,-0.732373,-0.291615,2.47178,0.280299,1.48419,1.72386
1770241751.82103,2,0.500612,-0.280055,2.4767,0.279693,0.251203,1.71139
1770241750.85413,2,0.113152,-0.296388,2.46744,0.279641,0.638664,1.73017
1770241752.52777,2,0.658588,-0.308672,2.45975,0.279635,0.0932274,1.74465
1770241752.05324,2,0.590553,-0.292811,2.46889,0.279462,0.161262,1.72635
1770241751.71976,2,0.448916,-0.279339,2.47645,0.279079,0.302899,1.7109
1770241742.78592,0,-1.76518,0.0655198,2.68,0.278917,2.517,1.31046
1770241750.68369,2,0.0809813,-0.285007,2.47322,0.278857,0.670833,1.71742
1770241752.22441,2,0.625858,-0.299879,2.46375,0.278623,0.125957,1.73504
1770241723.06733,1,-0.73569,-0.291151,2.46957,0.278157,1.4875,1.72457
1770241722.91954,1,-0.7284,-0.291912,2.46786,0.277067,1.48021,1.72609
1770241752.26387,1,0.632158,-0.299672,2.462,0.277013,0.119655,1.73575
1770241763.87253,2,1.10881,-0.324929,2.44664,0.276887,-0.357,1.7653
1770241751.78703,1,0.485052,-0.278361,2.4737,0.276236,0.26676,1.71145
1770241752.09469,2,0.594654,-0.294006,2.46413,0.275956,0.157158,1.72978
1770241751.49894,2,0.315636,-0.292215,2.4649,0.275499,0.436176,1.72785
1770241751.58979,2,0.370872,-0.286502,2.468,0.275335,0.38094,1.72135
1770241725.15413,1,0.0311362,-0.281351,2.47115,0.275186,0.720676,1.71531
1770241723.0213,1,-0.734675,-0.290747,2.46614,0.274995,1.48649,1.72595
1770241751.91714,2,0.544905,-0.284493,2.468,0.274459,0.206906,1.71962
1770241750.51996,2,0.036279,-0.271162,2.4761,0.274316,0.715532,1.70402
1770241750.65656,2,0.0715151,-0.28195,2.46975,0.274309,0.680296,1.71654
1770241752.2992,2,0.637923,-0.2992,2.45813,0.273434,0.113887,1.7373
1770241730.41738,2,-0.123513,-0.286787,2.46543,0.272865,0.875323,1.7229
1770241722.45474,1,-0.704811,-0.278605,2.47,0.272218,1.45662,1.71352
1770241752.35547,2,0.643516,-0.303746,2.45388,0.272065,0.108293,1.74337
1770241752.32214,2,0.64064,-0.300204,2.45567,0.271821,0.111169,1.73941
1770241750.56744,2,0.0450654,-0.272696,2.4717,0.271299,0.706743,1.70757
1770241752.12255,1,0.604306,-0.293347,2.45863,0.270884,0.147502,1.73199
1770241750.74115,1,0.0941585,-0.286821,2.46278,0.270768,0.65765,1.72426
1770241750.58643,2,0.0529928,-0.276908,2.46822,0.27043,0.698815,1.71296
1770241725.18781,2,0.0519842,-0.282344,2.465,0.270392,0.699824,1.71928
1770241730.58722,1,-0.131908,-0.160689,2.535,0.269253,0.883715,1.57892
1770241751.67579,1,0.427305,-0.278693,2.46545,0.26924,0.324502,1.71589
1770241752.01798,1,0.575983,-0.2895,2.4588,0.26907,0.175824,1.72858
1770241763.88397,2,1.10688,-0.3198,2.43785,0.266702,-0.355076,1.76532
1770241722.49974,1,-0.709862,-0.277929,2.464,0.266693,1.46167,1.71597
1770241770.92171,1,-0.131752,-0.160499,2.532,0.266568,0.883557,1.58027
1770241751.85438,1,0.511877,-0.27905,2.462,0.266506,0.239927,1.71795
1770241750.4163,2,0.0104154,-0.265114,2.4705,0.266408,0.741389,1.70163
1770241722.5296,1,-0.716335,-0.277816,2.463,0.265768,1.46814,1.71638
1770241752.18767,1,0.615169,-0.297514,2.45014,0.265674,0.136635,1.73987
1770241752.15884,1,0.611466,-0.293702,2.45057,0.264117,0.140337,1.73636
1770241723.15411,1,-0.765626,-0.280694,2.4585,0.263297,1.51743,1.72113
1770241751.88987,1,0.527427,-0.281401,2.455,0.261663,0.224373,1.72351
1770241751.97323,2,0.563404,-0.284875,2.4481,0.257489,0.188393,1.72999
1770241750.47456,2,0.0282683,-0.267608,2.458,0.256891,0.723529,1.71009
1770241770.7847,2,-0.0535201,-0.276137,2.44791,0.252421,0.805314,1.72255
1770241750.32255,2,-0.0192244,-0.257496,2.45533,0.249447,0.771016,1.70271
1770241723.12222,1,-0.764789,-0.275786,2.445,0.249167,1.51658,1.72371
1770241742.92068,0,-1.74147,0.0646397,2.644,0.248305,2.49326,1.32939
1770241730.38707,1,-0.0893465,-0.274087,2.44433,0.248271,0.841137,1.72258
1770241750.38883,1,-0.00120853,-0.261491,2.45078,0.247546,0.752998,1.70846
1770241742.84041,0,-1.7395,0.0645664,2.641,0.245754,2.49129,1.33097
1770241763.94008,2,1.10924,-0.307714,2.41592,0.241678,-0.357451,1.76595
1770241750.35367,2,-0.0116222,-0.257277,2.44633,0.241573,0.763407,1.70706
1770241742.96412,0,-1.73489,0.0643952,2.634,0.239802,2.48667,1.33465
1770241725.18777,1,0.00530848,-0.263568,2.4405,0.239728,0.746475,1.71544
1770241770.89162,1,-0.130191,-0.158597,2.502,0.239713,0.881974,1.59378
1770241725.21721,2,0.0502329,-0.274071,2.43415,0.239588,0.70155,1.72771
1770241750.28747,2,-0.0272906,-0.254691,2.44289,0.237282,0.779072,1.70657
1770241722.95495,1,-0.76041,-0.274206,2.431,0.236288,1.51219,1.72942
1770241770.84895,1,-0.129827,-0.158153,2.495,0.233446,0.881605,1.59693
1770241730.55544,0,-0.129618,-0.1579,2.491,0.229866,0.881394,1.59873
1770241763.98713,2,1.11015,-0.301313,2.40587,0.229767,-0.358376,1.7655
1770241743.0556,0,-1.72237,0.0639307,2.615,0.223645,2.47414,1.34464
1770241750.26124,2,-0.0338295,-0.252017,2.42625,0.221564,0.785599,1.71266
1770241730.35541,1,-0.0568885,-0.265391,2.4171,0.220399,0.808657,1.72882
1770241725.27522,1,0.0720495,-0.267579,2.41491,0.219715,0.679718,1.73182
1770241764.02061,1,1.11258,-0.295296,2.39693,0.219016,-0.360813,1.76482
1770241770.75701,2,-0.0383405,-0.266918,2.41409,0.218587,0.790107,1.73166
1770241750.18781,2,-0.0562873,-0.246863,2.4245,0.217434,0.808053,1.7091
1770241730.38698,0,-0.128838,-0.156949,2.476,0.216438,0.880603,1.60548
1770241750.15927,2,-0.0654892,-0.247316,2.42167,0.215209,0.817253,1.71092
1770241770.7315,2,-0.0247933,-0.263286,2.41211,0.215055,0.776557,1.72953
1770241750.21986,2,-0.0488706,-0.24711,2.4205,0.214111,0.800634,1.71133
1770241730.47829,1,-0.128682,-0.156759,2.473,0.213753,0.880445,1.60683
1770241730.51902,1,-0.128682,-0.156759,2.473,0.213753,0.880445,1.60683
1770241729.25395,1,0.72111,-0.280444,2.39863,0.21267,0.0306515,1.75115
1770241730.3207,2,-0.0320834,-0.259055,2.40711,0.208598,0.783842,1.7284
1770241770.68901,2,-0.0135856,-0.257431,2.40436,0.205421,0.765342,1.72838
1770241729.31843,2,0.6732,-0.273088,2.392,0.2032,0.0785543,1.74814
1770241730.4173,1,-0.127953,-0.155871,2.459,0.20122,0.879706,1.61313
1770241764.05512,1,1.109,-0.288887,2.37907,0.200363,-0.357248,1.7683
1770241725.32037,1,0.0757767,-0.25867,2.39623,0.199097,0.675975,1.73356
1770241729.2873,1,0.694184,-0.276328,2.38533,0.199097,0.0575667,1.7543
1770241729.22046,1,0.739748,-0.276989,2.38456,0.198796,0.012003,1.75527
1770241729.3766,2,0.6234,-0.263778,2.39022,0.196925,0.128349,1.741
1770241730.27396,2,-0.00835256,-0.251942,2.3965,0.195866,0.760101,1.72762
1770241729.18677,1,0.760823,-0.276502,2.37875,0.193556,-0.00907661,1.75778
1770241750.15919,1,-0.127485,-0.155301,2.45,0.193164,0.879232,1.61718
1770241729.15536,1,0.783408,-0.270411,2.37789,0.189755,-0.0316649,1.75295
1770241729.45558,1,0.576335,-0.252209,2.3885,0.189561,0.175408,1.73188
1770241764.10127,2,1.10919,-0.283589,2.36964,0.189549,-0.357447,1.76849
1770241743.16351,0,-1.69537,0.0629284,2.574,0.188781,2.44711,1.36621
1770241750.11949,2,-0.0806352,-0.240807,2.392,0.186303,0.832376,1.72028
1770241770.6212,2,0.0133329,-0.245905,2.38622,0.183964,0.738406,1.72759
1770241764.11645,2,1.11197,-0.2789,2.36557,0.18367,-0.360227,1.7665
1770241729.42052,1,0.600777,-0.257128,2.37843,0.18337,0.150962,1.74121
1770241750.07587,2,-0.0925022,-0.236293,2.39008,0.182354,0.84424,1.71735
1770241729.11977,1,0.804686,-0.265702,2.37082,0.181291,-0.0529494,1.75246
1770241725.35628,2,0.0831458,-0.251066,2.37692,0.178597,0.668589,1.73674
1770241729.08955,2,0.820996,-0.259501,2.362,0.170562,-0.0692673,1.75156
1770241770.58773,2,0.0245192,-0.239912,2.37355,0.170004,0.727209,1.72882
1770241764.17654,2,1.11331,-0.271384,2.35271,0.168778,-0.361579,1.7665
1770241729.50349,2,0.550791,-0.242476,2.3684,0.167276,0.200934,1.73363
1770241725.40058,2,0.086019,-0.244834,2.36627,0.166255,0.665706,1.73674
1770241727.65519,1,0.89992,-0.258023,2.35693,0.165501,-0.148196,1.75284
1770241730.18764,1,0.0605275,-0.24594,2.3642,0.165009,0.691197,1.73874
1770241725.41988,1,0.0954349,-0.240529,2.36686,0.164599,0.656289,1.73273
1770241730.15397,2,0.0844281,-0.246875,2.36067,0.16245,0.667294,1.74133
1770241727.68973,1,0.907124,-0.257266,2.351,0.160007,-0.155404,1.75518
1770241770.54345,2,0.0385833,-0.23363,2.36382,0.158447,0.713136,1.72831
1770241750.01716,1,-0.111934,-0.227463,2.36736,0.158275,0.863653,1.72119
1770241727.71625,1,0.915379,-0.258406,2.34792,0.157933,-0.163661,1.75772
1770241764.22108,2,1.11519,-0.266734,2.34269,0.157781,-0.363469,1.76755
1770241729.55566,1,0.502679,-0.23408,2.3622,0.157647,0.249039,1.72951
1770241727.62119,1,0.887698,-0.255788,2.34907,0.15758,-0.13598,1.75488
1770241727.58729,1,0.88035,-0.255304,2.349,0.157269,-0.128632,1.7545
1770241729.05582,1,0.837403,-0.252675,2.35014,0.156893,-0.0856861,1.75165
1770241730.12015,1,0.107426,-0.24673,2.3532,0.15595,0.644291,1.74498
1770241729.58728,1,0.474532,-0.232015,2.361,0.155546,0.277184,1.72834
1770241729.52219,2,0.52373,-0.236198,2.3577,0.154849,0.227986,1.73361
1770241750.1194,1,-0.125248,-0.152575,2.407,0.154672,0.876963,1.63654
1770241727.55389,1,0.869917,-0.251863,2.347,0.153797,-0.118202,1.75254
1770241727.52015,1,0.861964,-0.249737,2.34421,0.150312,-0.110252,1.75211
1770241764.25493,2,1.11115,-0.262899,2.33464,0.148893,-0.359437,1.7683
1770241725.455,2,0.101258,-0.232637,2.35279,0.148473,0.650453,1.73302
1770241730.10366,1,0.126402,-0.245857,2.345,0.148446,0.625309,1.74836
1770241727.7787,2,0.936109,-0.258493,2.33636,0.14801,-0.184399,1.76363
1770241727.48746,2,0.854856,-0.244594,2.34377,0.147326,-0.103146,1.74789
1770241770.48733,2,0.0672183,-0.222838,2.35564,0.145959,0.684491,1.72312
1770241727.82057,1,0.951012,-0.256481,2.33471,0.145588,-0.199303,1.76273
1770241729.02221,1,0.856732,-0.247468,2.33993,0.145463,-0.105024,1.75231
1770241725.48674,2,0.117643,-0.227743,2.352,0.145337,0.634065,1.72919
1770241727.86261,1,0.966638,-0.256375,2.334,0.14493,-0.214931,1.76299
1770241749.98865,2,-0.119021,-0.219821,2.35518,0.143895,0.870728,1.72075
1770241727.88932,1,0.980445,-0.253984,2.331,0.141144,-0.228741,1.76245
1770241770.45767,2,0.0815669,-0.217629,2.3527,0.140806,0.670138,1.72011
1770241725.52015,2,0.120784,-0.223655,2.3486,0.14034,0.630921,1.72738
1770241749.95494,1,-0.12993,-0.218849,2.351,0.139786,0.881634,1.72202
1770241727.45589,1,0.84801,-0.238472,2.33715,0.13852,-0.0963072,1.74595
1770241764.2877,1,1.10938,-0.259353,2.32394,0.137861,-0.357678,1.77064
1770241750.07579,1,-0.124259,-0.151371,2.388,0.137663,0.875961,1.64509
1770241730.01949,1,0.169532,-0.246669,2.33189,0.137573,0.58217,1.75568
1770241730.05365,2,0.147393,-0.246646,2.33144,0.13716,0.604309,1.75589
1770241729.98759,1,0.189699,-0.244509,2.3321,0.13668,0.562002,1.75371
1770241749.92209,2,-0.142945,-0.214825,2.34911,0.136114,0.894646,1.7195
1770241729.94011,1,0.21273,-0.241963,2.3321,0.135413,0.53897,1.75151
1770241729.6919,1,0.396486,-0.226715,2.34,0.134681,0.355214,1.73436
1770241729.64357,1,0.421463,-0.226049,2.3396,0.134019,0.330237,1.73399
1770241725.4867,1,0.0694936,-0.214726,2.346,0.133548,0.682205,1.72098
1770241729.7201,1,0.375819,-0.225382,2.3393,0.133388,0.37588,1.73357
1770241725.52013,1,0.0743398,-0.213148,2.3465,0.133187,0.677359,1.71937
1770241764.32083,2,1.11072,-0.254925,2.32036,0.132536,-0.359024,1.76863
1770241729.85596,2,0.278915,-0.2313,2.3343,0.131982,0.472783,1.7412
1770241743.39619,0,-1.65058,0.0612659,2.506,0.130958,2.40228,1.40197
1770241729.81955,1,0.301117,-0.2279,2.3324,0.128643,0.450578,1.73922
1770241727.92176,1,0.992622,-0.250162,2.31857,0.128496,-0.240928,1.76542
1770241729.76852,2,0.349266,-0.224806,2.3334,0.127983,0.402428,1.73605
1770241727.41944,1,0.841398,-0.232758,2.32753,0.127325,-0.0897046,1.74587
1770241764.3554,2,1.11086,-0.252532,2.315,0.126704,-0.359163,1.76927
1770241727.95652,1,1.00567,-0.247311,2.31729,0.125957,-0.253977,1.76361
1770241770.38832,2,0.118381,-0.202452,2.34427,0.125899,0.633312,1.71126
1770241729.88517,1,0.256742,-0.234821,2.3248,0.125542,0.494951,1.74903
1770241728.98544,1,0.871985,-0.237406,2.322,0.124919,-0.120293,1.75268
1770241764.38922,2,1.11118,-0.251254,2.31367,0.124908,-0.359485,1.76884
1770241729.80019,2,0.323663,-0.225025,2.329,0.124275,0.428028,1.73846
1770241770.42294,2,0.0988071,-0.20829,2.33764,0.123102,0.652884,1.71965
1770241725.5561,1,0.117089,-0.216572,2.33117,0.121713,0.634601,1.73007
1770241725.58659,2,0.126341,-0.215579,2.331,0.121075,0.625348,1.72929
1770241764.43354,2,1.11208,-0.247432,2.30993,0.119752,-0.360389,1.76743
1770241728.95411,1,0.893231,-0.232431,2.318,0.118972,-0.141544,1.7504
1770241749.8994,2,-0.158229,-0.210344,2.331,0.118206,0.909916,1.72477
1770241727.98724,2,1.01935,-0.245549,2.30921,0.118111,-0.26766,1.76616
1770241727.3881,2,0.835327,-0.227257,2.31907,0.117235,-0.0836408,1.7454
1770241728.9352,1,0.917209,-0.226824,2.319,0.117024,-0.165523,1.74506
1770241770.34519,2,0.138741,-0.196885,2.3365,0.116395,0.612944,1.71038
1770241764.46927,2,1.10902,-0.244929,2.30573,0.114864,-0.357334,1.76738
1770241749.85435,2,-0.167242,-0.206551,2.32833,0.113982,0.918926,1.72285
1770241770.28506,2,0.18179,-0.188638,2.33245,0.108774,0.56989,1.7053
