Time,Cam_X,Cam_Y,Cam_Z,Map_X,Map_Y,Map_Z
1770241431.22827,0.00699317,-0.212126,2.659,1.37768,0.720839,1.35373
1770241431.51695,0.0070484,-0.213801,2.68,1.40034,0.721287,1.35541
1770241431.3194,0.00699317,-0.212126,2.659,1.37877,0.723618,1.35373
1770241720.22409,0.111841,-0.3902,2.835,1.34066,0.736186,1.93337
1770241775.23075,0.323838,-0.449934,3.269,1.85361,0.758058,1.85647
1770241720.26901,0.0961423,-0.367313,2.812,1.32469,0.761484,1.91374
1770241720.31468,0.0938174,-0.35843,2.744,1.26056,0.785632,1.9021
1770241720.31473,0.0930994,-0.355687,2.723,1.24062,0.795938,1.90125
1770241720.40184,0.0822313,-0.340673,2.68,1.20091,0.820659,1.89276
1770241720.44365,0.081587,-0.338003,2.659,1.17994,0.82846,1.89286
1770241772.64623,-0.269547,-0.191979,2.212,0.707872,0.844164,1.83527
1770241772.56059,-0.273794,-0.193379,2.184,0.678047,0.844337,1.83449
1770241720.45121,0.0717192,-0.330834,2.639,1.1635,0.84804,1.88838
1770241772.64618,-0.275549,-0.194618,2.198,0.694292,0.848356,1.83676
1770241772.73632,-0.248572,-0.167641,2.198,0.703099,0.850465,1.79724
1770241772.69085,-0.269547,-0.191979,2.212,0.71101,0.851039,1.83273
1770241772.78168,-0.250155,-0.168709,2.212,0.720342,0.854237,1.79613
1770241772.6909,-0.260133,-0.183057,2.198,0.700742,0.855076,1.81641
1770241772.86697,-0.246277,-0.164831,2.212,0.723906,0.857928,1.78687
1770241772.91234,-0.232224,-0.138554,2.226,0.748025,0.859661,1.7498
1770241720.48783,0.070605,-0.325694,2.598,1.12464,0.862833,1.88187
1770241772.86703,-0.243933,-0.161971,2.226,0.74396,0.865189,1.77791
1770241772.86701,-0.246277,-0.164831,2.212,0.727884,0.865523,1.78221
1770241772.9578,-0.232224,-0.138554,2.226,0.75203,0.867271,1.74466
1770241773.00374,-0.228321,-0.134651,2.226,0.755083,0.871169,1.73648
1770241720.53172,0.0700886,-0.323312,2.579,1.10599,0.873057,1.88324
1770241773.0038,-0.228321,-0.134651,2.226,0.759383,0.879736,1.73102
1770241773.08938,-0.232224,-0.130748,2.226,0.765688,0.891566,1.72197
1770241720.6166,0.0520012,-0.300703,2.579,1.11357,0.895046,1.8641
1770241773.08943,-0.228321,-0.126845,2.226,0.768723,0.895489,1.71342
1770241773.13389,-0.229859,-0.1277,2.241,0.786272,0.89892,1.71274
1770241720.61666,0.0520012,-0.300703,2.579,1.11555,0.899772,1.86159
1770241720.61669,0.0474794,-0.300703,2.579,1.11854,0.909201,1.85893
1770241773.13394,-0.237718,-0.115912,2.241,0.795386,0.913697,1.69505
1770241720.66146,0.0471296,-0.298487,2.56,1.10393,0.920122,1.84844
1770241773.17946,-0.237718,-0.115912,2.241,0.798585,0.920922,1.69088
1770241773.22494,-0.243264,-0.128554,2.256,0.815549,0.929626,1.70135
1770241773.27002,-0.243264,-0.128554,2.256,0.819411,0.937716,1.69546
1770241773.27007,-0.244882,-0.125427,2.271,0.837637,0.941894,1.69092
1770241779.5992,-0.197376,-0.177304,3.816,2.47622,0.952499,1.42655
1770241773.35679,-0.254516,-0.130264,2.286,0.857487,0.954431,1.69322
1770241773.35683,-0.257967,-0.13203,2.317,0.890657,0.955699,1.69499
1770241773.40127,-0.273112,-0.146083,2.415,0.99149,0.956799,1.71582
1770241773.40122,-0.265648,-0.142091,2.349,0.924951,0.961937,1.70485
1770241779.68988,-0.193031,-0.173401,3.732,2.39445,0.96974,1.41407
1770241779.68993,-0.195204,-0.175353,3.774,2.43757,0.970582,1.4106
1770241779.73153,-0.184963,-0.166153,3.576,2.24275,1.00263,1.39
1770241779.73159,-0.179377,-0.161135,3.468,2.13722,1.02331,1.37549
1770241721.53762,0.130686,-0.222337,1.936,0.536159,1.02806,1.60393
1770241779.77538,-0.177566,-0.159509,3.433,2.10369,1.03299,1.36774
1770241721.53768,0.129269,-0.219925,1.915,0.517109,1.03453,1.59704
1770241721.31922,0.0783337,-0.194923,2.078,0.678102,1.03904,1.61295
1770241779.81757,-0.177566,-0.159509,3.433,2.10506,1.03915,1.36144
1770241721.58141,0.13041,-0.226155,1.883,0.485868,1.04008,1.59703
1770241721.58146,0.129025,-0.223753,1.863,0.467827,1.0444,1.58854
1770241721.62566,0.130871,-0.231045,1.843,0.447825,1.04575,1.59078
1770241721.36372,0.0773913,-0.192578,2.053,0.655686,1.04708,1.60415
1770241721.7156,0.136828,-0.250066,1.794,0.398436,1.04769,1.5979
1770241779.85949,-0.175808,-0.157929,3.399,2.07263,1.04936,1.35309
1770241721.66997,0.129451,-0.228537,1.823,0.429628,1.05013,1.58284
1770241721.40799,0.0830659,-0.189108,2.016,0.621009,1.0514,1.59177
1770241721.79905,0.136385,-0.249783,1.748,0.353544,1.05309,1.59008
1770241721.79898,0.134693,-0.246163,1.766,0.371809,1.05313,1.58981
1770241721.84474,0.135058,-0.247354,1.731,0.337229,1.05557,1.58492
1770241721.71554,0.127392,-0.224902,1.794,0.402787,1.05654,1.5729
1770241721.88933,0.132328,-0.242353,1.696,0.302446,1.05825,1.576
1770241721.84479,0.13303,-0.243639,1.705,0.311875,1.05939,1.57829
1770241721.45308,0.0910217,-0.183761,1.959,0.568447,1.06016,1.57127
1770241779.9012,-0.175808,-0.157929,3.399,2.07525,1.06157,1.34061
1770241721.41017,0.0816238,-0.185824,1.981,0.589304,1.06212,1.58015
1770241721.97298,0.124517,-0.259289,1.671,0.276435,1.06784,1.59076
1770241721.97304,0.122729,-0.255565,1.647,0.252606,1.07117,1.58557
1770241722.06668,0.121611,-0.256099,1.632,0.237051,1.07262,1.58562
1770241779.94388,-0.174049,-0.156349,3.365,2.04297,1.07282,1.33121
1770241722.06674,0.119897,-0.25249,1.609,0.213853,1.07541,1.58133
1770241722.06677,0.115985,-0.255725,1.594,0.197918,1.07886,1.58496
1770241779.9848,-0.172394,-0.154862,3.333,2.01229,1.08202,1.32379
1770241722.11192,0.114384,-0.252196,1.572,0.176283,1.08239,1.57981
1770241780.02639,-0.172394,-0.154862,3.333,2.0135,1.08803,1.31766
1770241749.04812,0.134711,-0.200524,1.173,-0.337432,1.08949,1.70047
1770241722.11197,0.100091,-0.278335,1.564,0.168288,1.09832,1.60376
1770241780.06764,-0.170687,-0.153329,3.3,1.98198,1.09834,1.30917
1770241722.19801,0.0991948,-0.275843,1.55,0.154224,1.10065,1.60121
1770241749.04807,0.131955,-0.196422,1.149,-0.357525,1.1011,1.69121
1770241748.96105,0.136845,-0.197884,1.123,-0.382919,1.10608,1.6866
1770241722.24347,0.0947966,-0.281719,1.523,0.126032,1.10729,1.60709
1770241722.19806,0.0951701,-0.282829,1.529,0.132829,1.10758,1.60709
1770241722.28739,0.0917028,-0.283083,1.516,0.118116,1.10893,1.60959
1770241722.98566,0.110172,-0.354728,1.381,-0.0501041,1.11082,1.71104
1770241722.98572,0.10775,-0.359571,1.381,-0.0523725,1.11113,1.71837
1770241722.28743,0.090493,-0.279348,1.496,0.097928,1.11284,1.60637
1770241722.9411,0.109773,-0.353444,1.376,-0.0528465,1.11288,1.70585
1770241748.961,0.135017,-0.195241,1.108,-0.39528,1.11474,1.68127
1770241748.91543,0.14137,-0.202919,1.097,-0.409224,1.11539,1.68745
1770241748.87069,0.150575,-0.2273,1.094,-0.421451,1.11606,1.71364
1770241780.06769,-0.164377,-0.14766,3.178,1.86148,1.11638,1.29825
1770241723.11873,0.0984909,-0.365997,1.387,-0.0514605,1.11721,1.73521
1770241722.33207,0.0889203,-0.302844,1.47,0.0696926,1.1199,1.62737
1770241723.11868,0.0977098,-0.363094,1.376,-0.059617,1.12049,1.7273
1770241722.81134,0.102088,-0.335088,1.37,-0.0486191,1.12148,1.67513
1770241722.81139,0.102088,-0.335088,1.37,-0.0498593,1.12171,1.67782
1770241722.94104,0.102088,-0.33749,1.37,-0.0529348,1.12172,1.68571
1770241748.87075,0.140082,-0.20107,1.087,-0.417677,1.12194,1.68458
1770241748.82587,0.149611,-0.225846,1.087,-0.427166,1.12197,1.71195
1770241722.85649,0.102088,-0.33749,1.37,-0.0514763,1.12202,1.68293
1770241722.41687,0.0895682,-0.301504,1.439,0.0388262,1.12425,1.62345
1770241722.41683,0.0878315,-0.299136,1.452,0.0527477,1.12446,1.62176
1770241722.72265,0.0993219,-0.331472,1.365,-0.0496691,1.12449,1.66469
1770241722.76646,0.0993219,-0.331472,1.365,-0.0509823,1.12474,1.66759
1770241723.25191,0.0817614,-0.372198,1.392,-0.0521661,1.12726,1.7535
1770241722.41689,0.0884478,-0.297733,1.421,0.0212354,1.12754,1.6185
1770241722.46047,0.0877631,-0.302844,1.41,0.00829597,1.12802,1.62473
1770241723.16313,0.085958,-0.366835,1.381,-0.0589803,1.12829,1.74116
1770241748.82582,0.148648,-0.230072,1.08,-0.434735,1.12867,1.71586
1770241722.50521,0.0870162,-0.300267,1.398,-0.00459833,1.12893,1.62328
1770241722.54954,0.090472,-0.319668,1.376,-0.0307099,1.12924,1.64264
1770241780.10864,-0.161377,-0.144966,3.12,1.80507,1.12951,1.28842
1770241723.2072,0.0811153,-0.369256,1.381,-0.0603297,1.13127,1.74604
1770241723.11876,0.0856468,-0.365507,1.376,-0.0613995,1.13136,1.73602
1770241722.54959,0.0900775,-0.318274,1.37,-0.0371036,1.13351,1.64396
1770241780.14962,-0.161377,-0.144966,3.12,1.80577,1.1345,1.28657
1770241748.74045,0.147684,-0.228581,1.073,-0.440505,1.13465,1.71419
1770241723.25196,0.0768802,-0.369757,1.392,-0.0520139,1.13517,1.75497
1770241722.67826,0.0873554,-0.319506,1.365,-0.0436723,1.13747,1.64914
1770241722.59411,0.0873554,-0.319506,1.365,-0.0428406,1.1378,1.64753
1770241722.67843,0.0869715,-0.320484,1.359,-0.0502505,1.13812,1.65023
1770241722.67846,0.0866515,-0.319305,1.354,-0.0555416,1.13851,1.64928
1770241748.74042,0.147271,-0.241075,1.07,-0.447238,1.14023,1.727
1770241748.74036,0.145895,-0.238822,1.06,-0.455521,1.1472,1.72364
1770241723.51396,0.0394062,-0.39542,1.55,0.0900813,1.14736,1.83495
1770241723.47006,0.0507038,-0.378328,1.483,0.0298544,1.14763,1.79909
1770241780.19058,-0.157084,-0.141109,3.037,1.72371,1.14851,1.28272
1770241723.38047,0.0542455,-0.36458,1.439,-0.00727636,1.15121,1.77068
1770241723.42531,0.049849,-0.37195,1.458,0.00895612,1.15259,1.78455
1770241723.38041,0.0578495,-0.363098,1.404,-0.0382519,1.15264,1.7561
1770241723.29594,0.0576023,-0.361546,1.398,-0.042358,1.15352,1.75076
1770241723.51391,0.0385418,-0.386747,1.516,0.0605946,1.15401,1.81712
1770241723.38045,0.053567,-0.36002,1.421,-0.0220525,1.1543,1.75947
1770241780.23211,-0.157084,-0.141109,3.037,1.72442,1.1549,1.28272
1770241748.60298,0.136877,-0.252906,1.034,-0.482647,1.16805,1.73156
1770241731.86698,-0.394458,-0.297954,1.376,-0.0198871,1.16807,1.7263
1770241780.23217,-0.151705,-0.136277,2.933,1.62126,1.1695,1.27788
1770241731.944,-0.395891,-0.299037,1.381,-0.0149774,1.17216,1.73058
1770241748.60295,0.133497,-0.255347,1.022,-0.492816,1.17724,1.73013
1770241780.27331,-0.150411,-0.135115,2.908,1.59699,1.17792,1.27672
1770241780.31476,-0.150411,-0.135115,2.908,1.59754,1.18316,1.27672
1770241748.60288,0.132321,-0.253098,1.013,-0.499121,1.1833,1.72528
1770241748.51766,0.131538,-0.258661,1.007,-0.506123,1.18886,1.72972
1770241731.94408,-0.409771,-0.297904,1.387,-0.00259613,1.18942,1.73404
1770241731.94405,-0.404748,-0.294253,1.37,-0.0189002,1.19041,1.72587
1770241748.47289,0.129578,-0.254808,0.992,-0.518532,1.1964,1.72269
1770241731.98949,-0.417066,-0.297904,1.387,0.0012936,1.20181,1.73602
1770241748.42816,0.125718,-0.25924,0.989,-0.522339,1.20448,1.72757
1770241732.03563,-0.41857,-0.298978,1.392,0.00659702,1.20644,1.73949
1770241748.42811,0.12432,-0.256357,0.978,-0.531959,1.21084,1.7233
1770241748.3848,0.122169,-0.248493,0.948,-0.556902,1.22006,1.70703
1770241748.33964,0.120236,-0.244561,0.933,-0.568858,1.22689,1.69901
1770241732.07983,-0.436521,-0.295473,1.387,0.0123447,1.22971,1.73579
1770241748.33961,0.118303,-0.242239,0.918,-0.580992,1.23414,1.69218
1770241747.5608,0.19426,-0.254666,0.783,-0.701892,1.23516,1.66348
1770241732.08093,-0.436521,-0.295473,1.387,0.0134179,1.23529,1.73579
1770241747.51909,0.193019,-0.253039,0.778,-0.70499,1.23885,1.66017
1770241748.33955,0.116756,-0.239072,0.906,-0.59021,1.24013,1.68553
1770241748.25417,0.11951,-0.236676,0.891,-0.60378,1.24235,1.67937
1770241732.16626,-0.440536,-0.296538,1.392,0.0199703,1.24252,1.73899
1770241747.4739,0.190786,-0.25146,0.769,-0.711003,1.24376,1.65467
1770241747.43102,0.191385,-0.251823,0.766,-0.711892,1.24557,1.65275
1770241747.64586,0.177764,-0.248059,0.771,-0.712088,1.24716,1.65336
1770241748.20979,0.118034,-0.233754,0.88,-0.613137,1.2482,1.67444
1770241747.43097,0.190386,-0.250508,0.762,-0.713035,1.24902,1.64891
1770241747.73773,0.167428,-0.244082,0.767,-0.717256,1.25044,1.64898
1770241747.56085,0.176842,-0.246772,0.767,-0.714064,1.25052,1.65037
1770241747.73767,0.167428,-0.244082,0.767,-0.716341,1.25277,1.64898
1770241747.64593,0.169896,-0.245107,0.766,-0.716549,1.25285,1.64926
1770241748.16551,0.116291,-0.233341,0.867,-0.625069,1.25428,1.67081
1770241732.16636,-0.447857,-0.291656,1.392,0.0247562,1.25474,1.73566
1770241732.21099,-0.447857,-0.291656,1.392,0.025032,1.26025,1.73699
1770241748.12274,0.123909,-0.228479,0.817,-0.669597,1.26037,1.65035
1770241748.16546,0.115093,-0.229444,0.847,-0.641954,1.26043,1.66096
1770241747.38828,0.180571,-0.24886,0.749,-0.721879,1.26205,1.64145
1770241747.865,0.13982,-0.232578,0.778,-0.704385,1.26403,1.64118
1770241747.86497,0.142181,-0.236062,0.776,-0.707209,1.26442,1.64413
1770241748.03898,0.122392,-0.225683,0.807,-0.677091,1.26536,1.64445
1770241747.38815,0.179366,-0.247199,0.744,-0.724119,1.26558,1.63712
1770241747.99496,0.125225,-0.227363,0.798,-0.685372,1.2664,1.64279
1770241748.12279,0.113191,-0.225651,0.833,-0.652902,1.26655,1.65296
1770241747.78063,0.144944,-0.236629,0.769,-0.712904,1.26728,1.64274
1770241747.86492,0.141815,-0.235453,0.774,-0.708267,1.26765,1.6433
1770241747.99491,0.124597,-0.226224,0.794,-0.687685,1.27005,1.6403
1770241747.73775,0.144567,-0.236014,0.767,-0.71368,1.27009,1.64145
1770241732.21104,-0.455179,-0.286775,1.392,0.0294753,1.27227,1.73403
1770241747.30495,0.174745,-0.246202,0.741,-0.724432,1.27267,1.63397
1770241747.95238,0.125617,-0.225835,0.783,-0.696859,1.27302,1.636
1770241747.25951,0.174273,-0.245538,0.739,-0.72401,1.2756,1.63141
1770241747.90845,0.124494,-0.223816,0.776,-0.702017,1.27686,1.63185
1770241732.25653,-0.457141,-0.288011,1.398,0.0357252,1.2769,1.73751
1770241747.25946,0.173566,-0.244541,0.736,-0.724385,1.27883,1.62818
1770241732.30108,-0.461565,-0.284324,1.404,0.0443473,1.28354,1.73568
1770241747.21541,0.17052,-0.242589,0.734,-0.723285,1.28421,1.62414
1770241747.17098,0.168894,-0.240276,0.727,-0.726906,1.28826,1.61814
1770241732.43581,-0.462044,-0.283109,1.398,0.0408448,1.29749,1.73384
1770241732.43586,-0.462044,-0.283109,1.398,0.0413325,1.30308,1.73442
1770241732.43588,-0.466946,-0.270853,1.398,0.0464408,1.31206,1.72308
1770241732.48281,-0.466946,-0.270853,1.398,0.0468299,1.31732,1.72366
1770241747.17096,0.134469,-0.251399,0.741,-0.715296,1.32488,1.63209
1770241732.48288,-0.469397,-0.275755,1.398,0.0471487,1.32524,1.72924
1770241747.17091,0.133925,-0.250381,0.738,-0.715993,1.32771,1.62888
1770241732.52735,-0.469397,-0.275755,1.398,0.0477033,1.33104,1.7295
1770241732.57235,-0.469397,-0.268402,1.398,0.0498066,1.33562,1.72234
1770241747.08705,0.125375,-0.2501,0.741,-0.710879,1.33874,1.62798
1770241732.61807,-0.469397,-0.268402,1.398,0.0503975,1.34099,1.72234
1770241747.04211,0.125375,-0.2501,0.741,-0.709115,1.34103,1.62668
1770241732.61814,-0.465704,-0.246835,1.387,0.0441219,1.3455,1.69884
1770241732.70301,-0.467383,-0.247725,1.392,0.0497359,1.35028,1.70055
1770241746.99749,0.114273,-0.268023,0.79,-0.665823,1.35643,1.65744
1770241732.70308,-0.473873,-0.242475,1.404,0.0649592,1.35675,1.69763
1770241746.99754,0.111525,-0.261577,0.771,-0.682494,1.35801,1.64578
1770241732.74793,-0.473873,-0.242475,1.404,0.065605,1.3618,1.69726
1770241732.74798,-0.471412,-0.240014,1.404,0.0656204,1.36493,1.69486
1770241732.79323,-0.471412,-0.240014,1.404,0.0660868,1.37025,1.69486
1770241732.8396,-0.478797,-0.227705,1.404,0.0720379,1.38167,1.68286
1770241732.83967,-0.478797,-0.230167,1.404,0.0719022,1.38685,1.68526
1770241732.92713,-0.480843,-0.231151,1.41,0.078728,1.39242,1.68661
1770241732.92718,-0.478797,-0.227705,1.404,0.0740959,1.39852,1.68093
1770241732.97174,-0.480843,-0.228678,1.41,0.0811637,1.40341,1.68152
1770241733.01705,-0.478371,-0.216318,1.41,0.0842476,1.40527,1.66678
1770241733.01709,-0.478371,-0.216318,1.41,0.0856812,1.41039,1.66414
1770241733.06364,-0.478371,-0.216318,1.41,0.086474,1.41541,1.66292
1770241733.10886,-0.478371,-0.216318,1.41,0.0869971,1.42099,1.66236
1770241733.19437,-0.480843,-0.221262,1.41,0.0872844,1.43032,1.66698
1770241733.19447,-0.47712,-0.220497,1.421,0.097263,1.43267,1.66689
1770241733.19444,-0.482548,-0.222047,1.415,0.0927912,1.43449,1.66807
1770241733.2394,-0.479134,-0.221428,1.427,0.104282,1.438,1.6672
1770241733.28527,-0.481149,-0.214821,1.433,0.113086,1.44248,1.65939
1770241733.28534,-0.483163,-0.21572,1.439,0.120381,1.44762,1.65887
1770241733.33068,-0.482644,-0.21662,1.445,0.126877,1.45079,1.65815
1770241733.46654,-0.474799,-0.220215,1.452,0.131618,1.45257,1.65984
1770241733.46659,-0.474799,-0.220215,1.452,0.132228,1.45796,1.65867
1770241733.46662,-0.474205,-0.221125,1.458,0.137988,1.46083,1.65964
1770241733.51209,-0.474205,-0.221125,1.458,0.138769,1.46622,1.65796
1770241733.51214,-0.478108,-0.225523,1.47,0.15154,1.47198,1.66188
1770241733.55758,-0.480384,-0.226596,1.477,0.159722,1.47828,1.66163
1770241733.60308,-0.480384,-0.226596,1.477,0.160944,1.48446,1.65869
1770241733.688,-0.479736,-0.227517,1.483,0.167228,1.48767,1.65818
1770241733.68806,-0.471234,-0.228437,1.489,0.171738,1.48911,1.65616
1770241733.68804,-0.479736,-0.227517,1.483,0.167997,1.49299,1.65625
1770241733.7335,-0.471234,-0.225827,1.489,0.173218,1.49431,1.65106
1770241733.77909,-0.473449,-0.226888,1.496,0.181358,1.5002,1.65053
1770241733.82547,-0.476072,-0.232134,1.496,0.182165,1.50921,1.65299
1770241733.82553,-0.473844,-0.231048,1.489,0.175053,1.51434,1.65061
1770241733.9102,-0.473449,-0.242626,1.496,0.179635,1.51841,1.6626
1770241733.91025,-0.475664,-0.243762,1.503,0.18693,1.52425,1.66403
1770241733.95565,-0.477563,-0.244735,1.509,0.193336,1.53044,1.66475
1770241733.95572,-0.477563,-0.244735,1.509,0.194287,1.53597,1.66196
1770241734.00343,-0.475664,-0.246397,1.503,0.18815,1.5413,1.66117
1770241734.05,-0.475664,-0.246397,1.503,0.188168,1.54746,1.66056
1770241734.13517,-0.473449,-0.242626,1.496,0.181323,1.55414,1.65555
1770241734.13523,-0.473449,-0.242626,1.496,0.181461,1.55965,1.65458
1770241734.13525,-0.474918,-0.24738,1.509,0.193503,1.56405,1.66055
1770241734.18036,-0.474918,-0.24738,1.509,0.193938,1.56961,1.65873
1770241734.22581,-0.470394,-0.246397,1.503,0.188036,1.57255,1.65396
1770241734.22588,-0.470394,-0.246397,1.503,0.188073,1.57804,1.65307
1770241734.27045,-0.465123,-0.249032,1.503,0.185878,1.57897,1.65604
1770241734.35589,-0.462957,-0.247872,1.496,0.178376,1.58478,1.65392
1770241734.35594,-0.462488,-0.254303,1.503,0.183864,1.58938,1.66045
1770241734.35595,-0.462488,-0.254303,1.503,0.18384,1.59549,1.65946
1770241734.44973,-0.465123,-0.256938,1.503,0.183591,1.60429,1.66187
1770241734.44979,-0.462957,-0.255741,1.496,0.176122,1.60971,1.65946
1770241734.49315,-0.462957,-0.253118,1.496,0.176101,1.61533,1.65687
1770241734.49321,-0.462957,-0.253118,1.496,0.17562,1.62091,1.65687
1770241734.58041,-0.459853,-0.264844,1.503,0.179326,1.62291,1.66928
1770241745.98862,-0.0743431,-0.240762,0.778,-0.650926,1.62629,1.59038
1770241745.98856,-0.0739609,-0.239525,0.774,-0.654333,1.62808,1.58738
1770241734.58047,-0.459853,-0.264844,1.503,0.179027,1.62831,1.66881
1770241734.62161,-0.457218,-0.262208,1.503,0.178547,1.63199,1.66576
1770241734.62167,-0.451947,-0.254303,1.503,0.178286,1.63287,1.65797
1770241745.90282,-0.0779313,-0.231083,0.773,-0.653607,1.63492,1.57834
1770241746.03522,-0.0792638,-0.262978,0.845,-0.593816,1.63574,1.63102
1770241734.66641,-0.451947,-0.254303,1.503,0.17768,1.63905,1.65797
1770241734.71017,-0.44846,-0.265901,1.509,0.180259,1.64076,1.67044
1770241734.75482,-0.44846,-0.265901,1.509,0.179595,1.64719,1.67044
1770241745.90278,-0.0864612,-0.217882,0.789,-0.636606,1.64877,1.57
1770241734.75489,-0.445814,-0.265901,1.509,0.178541,1.65009,1.67044
1770241745.85886,-0.0860229,-0.216778,0.785,-0.640648,1.65036,1.56785
1770241734.83947,-0.447882,-0.267134,1.516,0.184747,1.65761,1.67288
1770241745.81478,-0.0906114,-0.213732,0.789,-0.637413,1.65855,1.56601
1770241745.7704,-0.090152,-0.212649,0.785,-0.64151,1.6604,1.5638
1770241734.83952,-0.449042,-0.269425,1.529,0.196469,1.6628,1.67741
1770241745.77037,-0.0931415,-0.211811,0.787,-0.640159,1.66628,1.56307
1770241734.88356,-0.455209,-0.273125,1.55,0.216598,1.67109,1.68473
1770241734.92713,-0.456579,-0.275592,1.564,0.229158,1.67729,1.68961
1770241734.92719,-0.456579,-0.275592,1.564,0.228433,1.68317,1.68961
1770241745.77031,-0.104514,-0.201206,0.811,-0.616699,1.68443,1.55887
1770241745.68579,-0.104256,-0.20071,0.809,-0.61905,1.68666,1.55764
1770241734.97147,-0.456579,-0.278335,1.564,0.227206,1.68916,1.69231
1770241745.68576,-0.107622,-0.200277,0.813,-0.616511,1.69348,1.55831
1770241735.05642,-0.456579,-0.278335,1.564,0.226176,1.69552,1.69279
1770241745.68569,-0.107622,-0.200277,0.813,-0.617252,1.69602,1.55831
1770241735.05648,-0.458914,-0.282515,1.572,0.23218,1.70355,1.69948
1770241745.59319,-0.112724,-0.198883,0.819,-0.612924,1.70492,1.5586
1770241735.0565,-0.458914,-0.282515,1.572,0.231006,1.70909,1.70045
1770241745.54877,-0.11355,-0.20034,0.825,-0.608627,1.70946,1.56163
1770241745.50427,-0.122247,-0.202769,0.835,-0.602315,1.72255,1.56667
1770241735.10091,-0.467183,-0.274246,1.572,0.232563,1.72384,1.69239
1770241745.50424,-0.127246,-0.205211,0.839,-0.600758,1.73002,1.57011
1770241735.14269,-0.469263,-0.275467,1.579,0.238427,1.73171,1.69483
1770241745.50419,-0.127852,-0.206189,0.843,-0.59804,1.73334,1.57214
1770241745.42072,-0.132826,-0.206367,0.856,-0.587555,1.74294,1.57583
1770241735.18525,-0.480259,-0.281922,1.616,0.273852,1.74424,1.70773
1770241745.37613,-0.133136,-0.20685,0.858,-0.586744,1.74615,1.57684
1770241735.26923,-0.473032,-0.281077,1.564,0.221393,1.74907,1.6977
1770241735.26928,-0.475451,-0.282515,1.572,0.228314,1.75604,1.70053
1770241735.2693,-0.475774,-0.281077,1.564,0.219616,1.76392,1.6977
1770241735.31272,-0.490024,-0.279819,1.557,0.21354,1.7846,1.69523
1770241735.35636,-0.492227,-0.281077,1.564,0.219142,1.79256,1.6977
1770241735.35642,-0.490539,-0.275843,1.55,0.204891,1.79869,1.69008
1770241735.48905,-0.490539,-0.281278,1.55,0.20068,1.81048,1.69742
1770241735.4891,-0.504021,-0.281776,1.509,0.159929,1.83368,1.69162
1770241735.53292,-0.506359,-0.283083,1.516,0.16494,1.84127,1.69521
1770241735.53297,-0.511675,-0.283083,1.516,0.163013,1.85285,1.69723
1770241735.57624,-0.514038,-0.28439,1.523,0.167791,1.86078,1.70101
1770241735.61855,-0.521425,-0.288191,1.529,0.172157,1.87382,1.70551
1770241735.66174,-0.548233,-0.298914,1.529,0.169883,1.91186,1.71431
1770241735.74569,-0.556129,-0.302976,1.536,0.174111,1.92571,1.72092
1770241735.74574,-0.558664,-0.304357,1.543,0.178299,1.93426,1.72512
1770241735.79002,-0.566463,-0.304388,1.557,0.189809,1.94749,1.72952
1770241735.83203,-0.569009,-0.305757,1.564,0.194041,1.95506,1.73413
1770241735.83208,-0.569009,-0.305757,1.564,0.191642,1.96133,1.73515
1770241735.87489,-0.574467,-0.308689,1.579,0.204724,1.97237,1.73944
1770241735.95959,-0.582719,-0.308827,1.594,0.218125,1.98602,1.74172
1770241735.95965,-0.582719,-0.308827,1.594,0.21559,1.99228,1.74285
1770241736.00455,-0.590761,-0.310256,1.616,0.234618,2.00591,1.74946
1770241736.00461,-0.593686,-0.311792,1.624,0.238953,2.01461,1.75541
1770241736.04935,-0.590838,-0.311792,1.624,0.236087,2.01768,1.75718
1770241736.09278,-0.596296,-0.314672,1.639,0.247827,2.02925,1.76366
1770241736.09284,-0.593411,-0.320645,1.655,0.260018,2.0329,1.77255
1770241736.13711,-0.593411,-0.320645,1.655,0.258138,2.03833,1.77255
1770241736.22211,-0.596484,-0.325489,1.68,0.278854,2.04801,1.78328
1770241736.22229,-0.596484,-0.325489,1.68,0.276025,2.0541,1.7848
1770241743.7992,-0.440661,-0.280056,1.145,-0.324067,2.05904,1.65229
1770241743.79914,-0.4422,-0.281034,1.149,-0.319017,2.06061,1.65185
1770241743.79923,-0.443123,-0.283078,1.141,-0.330559,2.06131,1.65668
1770241743.84409,-0.441957,-0.282334,1.138,-0.335478,2.06155,1.65748
1770241743.67041,-0.439686,-0.290675,1.197,-0.268704,2.06264,1.66373
1770241743.7146,-0.443251,-0.278933,1.157,-0.309474,2.06265,1.649
1770241736.26633,-0.599324,-0.324079,1.688,0.280934,2.06372,1.7867
1770241743.67044,-0.446315,-0.280862,1.165,-0.301244,2.06669,1.65032
1770241743.57758,-0.444252,-0.295809,1.227,-0.237236,2.06858,1.6701
1770241743.67035,-0.445931,-0.294804,1.214,-0.251413,2.06924,1.66851
1770241736.26638,-0.599324,-0.324079,1.688,0.277396,2.07062,1.789
1770241743.88888,-0.451125,-0.283078,1.141,-0.337332,2.07372,1.66149
1770241736.31101,-0.602371,-0.324354,1.705,0.291532,2.07904,1.79377
1770241743.57757,-0.450769,-0.300149,1.245,-0.221945,2.07922,1.67689
1770241743.93329,-0.455869,-0.286055,1.153,-0.330534,2.0832,1.66955
1770241743.57752,-0.451423,-0.299109,1.259,-0.208668,2.08359,1.67766
