stamp,person_id,A_h,A_r,A_m,pos_x,pos_y,pos_z,roll,pitch,yaw,is_target,ptu_blind,bbox_u,bbox_v,bbox_w,bbox_h
1778096830.561872,1,0.976184,0.716521,0.699456,1.0604,-0.1400,1.5420,0.000,9.513,177.719,0,0,374,133,96,110
1778096830.595241,1,0.976300,0.717583,0.700576,1.0636,-0.1421,1.5413,0.000,9.468,177.267,0,0,374,133,97,110
1778096830.661979,1,0.977221,0.717583,0.701237,1.0636,-0.1421,1.5413,0.000,9.651,176.995,0,0,375,133,96,110
1778096830.661979,1,0.976519,0.717529,0.700680,1.0636,-0.1421,1.5413,0.000,9.651,176.995,0,0,375,133,97,110
1778096830.695347,1,0.975600,0.718150,0.700627,1.0636,-0.1440,1.5413,-0.000,9.262,176.013,0,0,376,133,96,110
1778096830.762085,1,0.976608,0.717474,0.700691,1.0636,-0.1458,1.5413,-0.000,9.755,177.746,0,0,376,133,96,110
1778096830.795430,1,0.976847,0.716983,0.700382,1.0632,-0.1458,1.5431,0.000,9.764,177.253,0,0,376,132,96,111
1778096830.795430,1,0.977457,0.716983,0.700820,1.0632,-0.1458,1.5431,0.000,9.873,177.033,0,0,377,132,96,113
1778096830.795430,1,0.977573,0.716983,0.700903,1.0632,-0.1458,1.5431,0.000,9.953,177.198,0,0,377,132,96,111
1778096830.862139,1,0.974323,0.716927,0.698519,1.0632,-0.1477,1.5431,0.000,9.134,177.358,0,0,377,132,96,113
1778096830.928876,1,0.972952,0.717604,0.698194,1.0661,-0.1462,1.5442,0.000,9.530,179.490,0,0,376,132,96,111
1778096830.962245,1,0.974252,0.717604,0.699127,1.0661,-0.1462,1.5442,0.000,9.613,178.861,0,0,376,132,95,113
1778096830.962245,1,0.973961,0.717604,0.698918,1.0661,-0.1462,1.5442,0.000,9.613,178.861,0,0,376,132,95,111
1778096830.962245,1,0.972726,0.718095,0.698510,1.0661,-0.1462,1.5442,-0.000,9.616,179.059,0,0,376,133,96,110
1778096831.062353,1,0.971229,0.717604,0.696958,1.0661,-0.1462,1.5442,0.000,9.680,-179.280,0,0,376,132,96,113
1778096831.062353,1,0.971698,0.717604,0.697294,1.0661,-0.1462,1.5442,-0.000,9.121,179.329,0,0,376,133,96,110
1778096831.062353,1,0.967704,0.718095,0.694904,1.0661,-0.1462,1.5442,-0.000,9.121,179.329,0,0,375,133,95,110
1778096831.095725,1,0.970200,0.718150,0.696750,1.0664,-0.1462,1.5424,-0.000,8.585,-179.399,0,0,375,133,96,110
1778096831.162475,1,0.971503,0.718150,0.697685,1.0664,-0.1443,1.5424,0.000,9.648,-179.203,0,0,374,133,95,109
1778096831.195877,1,0.968324,0.717583,0.694853,1.0636,-0.1421,1.5413,0.000,9.301,-178.209,0,0,374,133,96,110
1778096831.195877,1,0.967844,0.717583,0.694508,1.0636,-0.1421,1.5413,0.000,9.301,-178.209,0,0,373,133,95,111
